?genes_iri	?upRegulated
<http://example.org/onto/individual/ENSMUSG00000049624_CNSOverLung>	"Slc17a5"
<http://example.org/onto/individual/ENSMUSG00000024940_CNSOverLung>	"Ltbp3"
<http://example.org/onto/individual/ENSMUSG00000040681_CNSOverLung>	"Hmgn1"
<http://example.org/onto/individual/ENSMUSG00000038415_CNSOverLung>	"Foxq1"
<http://example.org/onto/individual/ENSMUSG00000073492_CNSOverLung>	"Gm10521"
<http://example.org/onto/individual/ENSMUSG00000026792_CNSOverLung>	"Lrsam1"
<http://example.org/onto/individual/ENSMUSG00000018199_CNSOverLung>	"Trove2"
<http://example.org/onto/individual/ENSMUSG00000036381_CNSOverLung>	"P2ry14"
<http://example.org/onto/individual/ENSMUSG00000026248_CNSOverLung>	"Mrpl44"
<http://example.org/onto/individual/ENSMUSG00000028019_CNSOverLung>	"Pdgfc"
<http://example.org/onto/individual/ENSMUSG00000041609_CNSOverLung>	"Ccdc64"
<http://example.org/onto/individual/ENSMUSG00000014980_CNSOverLung>	"Tsen15"
<http://example.org/onto/individual/ENSMUSG00000042275_CNSOverLung>	"Pelo"
<http://example.org/onto/individual/ENSMUSG00000032120_CNSOverLung>	"C2cd2l"
<http://example.org/onto/individual/ENSMUSG00000036822_CNSOverLung>	"Topors"
<http://example.org/onto/individual/ENSMUSG00000024768_CNSOverLung>	"Lipf"
<http://example.org/onto/individual/ENSMUSG00000048126_CNSOverLung>	"Col6a3"
<http://example.org/onto/individual/ENSMUSG00000026938_CNSOverLung>	"Fcna"
<http://example.org/onto/individual/ENSMUSG00000025037_CNSOverLung>	"Maoa"
<http://example.org/onto/individual/ENSMUSG00000032420_CNSOverLung>	"Nt5e"
<http://example.org/onto/individual/ENSMUSG00000029314_CNSOverLung>	"Agpat9"
<http://example.org/onto/individual/ENSMUSG00000028413_CNSOverLung>	"B4galt1"
<http://example.org/onto/individual/ENSMUSG00000059839_CNSOverLung>	"Zfp874b"
<http://example.org/onto/individual/ENSMUSG00000023961_CNSOverLung>	"Enpp4"
<http://example.org/onto/individual/ENSMUSG00000031812_CNSOverLung>	"Map1lc3b"
<http://example.org/onto/individual/ENSMUSG00000030737_CNSOverLung>	"Slco2b1"
<http://example.org/onto/individual/ENSMUSG00000034485_CNSOverLung>	"Uaca"
<http://example.org/onto/individual/ENSMUSG00000052212_CNSOverLung>	"Cd177"
<http://example.org/onto/individual/ENSMUSG00000015880_CNSOverLung>	"Ncapg"
<http://example.org/onto/individual/ENSMUSG00000024222_CNSOverLung>	"Fkbp5"
<http://example.org/onto/individual/ENSMUSG00000022178_CNSOverLung>	"Ajuba"
<http://example.org/onto/individual/ENSMUSG00000018774_CNSOverLung>	"Cd68"
<http://example.org/onto/individual/ENSMUSG00000020277_CNSOverLung>	"Pfkl"
<http://example.org/onto/individual/ENSMUSG00000062995_CNSOverLung>	"Ica1"
<http://example.org/onto/individual/ENSMUSG00000055184_CNSOverLung>	"Fam72a"
<http://example.org/onto/individual/ENSMUSG00000030780_CNSOverLung>	"BC017158"
<http://example.org/onto/individual/ENSMUSG00000063535_CNSOverLung>	"Zfp773"
<http://example.org/onto/individual/ENSMUSG00000022219_CNSOverLung>	"Cideb"
<http://example.org/onto/individual/ENSMUSG00000025464_CNSOverLung>	"Paox"
<http://example.org/onto/individual/ENSMUSG00000038508_CNSOverLung>	"Gdf15"
<http://example.org/onto/individual/ENSMUSG00000032517_CNSOverLung>	"Mobp"
<http://example.org/onto/individual/ENSMUSG00000079445_CNSOverLung>	"B3gnt7"
<http://example.org/onto/individual/ENSMUSG00000029592_CNSOverLung>	"Usp30"
<http://example.org/onto/individual/ENSMUSG00000040722_CNSOverLung>	"Scamp5"
<http://example.org/onto/individual/ENSMUSG00000024833_CNSOverLung>	"Pola2"
<http://example.org/onto/individual/ENSMUSG00000037525_CNSOverLung>	"Bcdin3d"
<http://example.org/onto/individual/ENSMUSG00000024242_CNSOverLung>	"Map4k3"
<http://example.org/onto/individual/ENSMUSG00000035829_CNSOverLung>	"Ppp1r26"
<http://example.org/onto/individual/ENSMUSG00000027961_CNSOverLung>	"Lrrc39"
<http://example.org/onto/individual/ENSMUSG00000034258_CNSOverLung>	"Mfsd7c"
<http://example.org/onto/individual/ENSMUSG00000022555_CNSOverLung>	"Dgat1"
<http://example.org/onto/individual/ENSMUSG00000023873_CNSOverLung>	"1700010I14Rik"
<http://example.org/onto/individual/ENSMUSG00000063047_CNSOverLung>	"Zfp780b"
<http://example.org/onto/individual/ENSMUSG00000032261_CNSOverLung>	"Sh3bgrl2"
<http://example.org/onto/individual/ENSMUSG00000045730_CNSOverLung>	"Adrb2"
<http://example.org/onto/individual/ENSMUSG00000035954_CNSOverLung>	"Dock4"
<http://example.org/onto/individual/ENSMUSG00000006398_CNSOverLung>	"Cdc20"
<http://example.org/onto/individual/ENSMUSG00000079110_CNSOverLung>	"Capn3"
<http://example.org/onto/individual/ENSMUSG00000061024_CNSOverLung>	"Rrs1"
<http://example.org/onto/individual/ENSMUSG00000026955_CNSOverLung>	"Sapcd2"
<http://example.org/onto/individual/ENSMUSG00000075273_CNSOverLung>	"Ttc30b"
<http://example.org/onto/individual/ENSMUSG00000014164_CNSOverLung>	"Klhl3"
<http://example.org/onto/individual/ENSMUSG00000036661_CNSOverLung>	"Dennd3"
<http://example.org/onto/individual/ENSMUSG00000021786_CNSOverLung>	"Oxsm"
<http://example.org/onto/individual/ENSMUSG00000063146_CNSOverLung>	"Clip2"
<http://example.org/onto/individual/ENSMUSG00000022324_CNSOverLung>	"Matn2"
<http://example.org/onto/individual/ENSMUSG00000030671_CNSOverLung>	"Pde3b"
<http://example.org/onto/individual/ENSMUSG00000025328_CNSOverLung>	"Padi3"
<http://example.org/onto/individual/ENSMUSG00000037709_CNSOverLung>	"Fam13a"
<http://example.org/onto/individual/ENSMUSG00000055945_CNSOverLung>	"Prr18"
<http://example.org/onto/individual/ENSMUSG00000093908_CNSOverLung>	"Gm5784"
<http://example.org/onto/individual/ENSMUSG00000020658_CNSOverLung>	"Efr3b"
<http://example.org/onto/individual/ENSMUSG00000042485_CNSOverLung>	"Mustn1"
<http://example.org/onto/individual/ENSMUSG00000027379_CNSOverLung>	"Bub1"
<http://example.org/onto/individual/ENSMUSG00000040213_CNSOverLung>	"Ccbl2"
<http://example.org/onto/individual/ENSMUSG00000095193_CNSOverLung>	"Gm20939"
<http://example.org/onto/individual/ENSMUSG00000001227_CNSOverLung>	"Sema6b"
<http://example.org/onto/individual/ENSMUSG00000039126_CNSOverLung>	"Prune2"
<http://example.org/onto/individual/ENSMUSG00000033629_CNSOverLung>	"Hacd3"
<http://example.org/onto/individual/ENSMUSG00000074221_CNSOverLung>	"Zfp568"
<http://example.org/onto/individual/ENSMUSG00000026822_CNSOverLung>	"Lcn2"
<http://example.org/onto/individual/ENSMUSG00000006235_CNSOverLung>	"Epor"
<http://example.org/onto/individual/ENSMUSG00000014353_CNSOverLung>	"Tmem87b"
<http://example.org/onto/individual/ENSMUSG00000034435_CNSOverLung>	"Tmem30b"
<http://example.org/onto/individual/ENSMUSG00000037211_CNSOverLung>	"Spry1"
<http://example.org/onto/individual/ENSMUSG00000055912_CNSOverLung>	"Tmem150a"
<http://example.org/onto/individual/ENSMUSG00000034714_CNSOverLung>	"Ttyh2"
<http://example.org/onto/individual/ENSMUSG00000059606_CNSOverLung>	"Rnase2b"
<http://example.org/onto/individual/ENSMUSG00000062127_CNSOverLung>	"Cttnbp2nl"
<http://example.org/onto/individual/ENSMUSG00000091474_CNSOverLung>	"2610021A01Rik"
<http://example.org/onto/individual/ENSMUSG00000015143_CNSOverLung>	"Actn1"
<http://example.org/onto/individual/ENSMUSG00000035390_CNSOverLung>	"Brsk1"
<http://example.org/onto/individual/ENSMUSG00000029545_CNSOverLung>	"Acads"
<http://example.org/onto/individual/ENSMUSG00000028644_CNSOverLung>	"Ermap"
<http://example.org/onto/individual/ENSMUSG00000027654_CNSOverLung>	"Fam83d"
<http://example.org/onto/individual/ENSMUSG00000019987_CNSOverLung>	"Arg1"
<http://example.org/onto/individual/ENSMUSG00000028007_CNSOverLung>	"Snx7"
<http://example.org/onto/individual/ENSMUSG00000027276_CNSOverLung>	"Jag1"
<http://example.org/onto/individual/ENSMUSG00000042182_CNSOverLung>	"Bend6"
<http://example.org/onto/individual/ENSMUSG00000044092_CNSOverLung>	"C130050O18Rik"
<http://example.org/onto/individual/ENSMUSG00000051748_CNSOverLung>	"Wfdc21"
<http://example.org/onto/individual/ENSMUSG00000029999_CNSOverLung>	"Tgfa"
<http://example.org/onto/individual/ENSMUSG00000041975_CNSOverLung>	"Mettl8"
<http://example.org/onto/individual/ENSMUSG00000024411_CNSOverLung>	"Aqp4"
<http://example.org/onto/individual/ENSMUSG00000042942_CNSOverLung>	"Greb1l"
<http://example.org/onto/individual/ENSMUSG00000056204_CNSOverLung>	"Pgpep1"
<http://example.org/onto/individual/ENSMUSG00000018570_CNSOverLung>	"2810408A11Rik"
<http://example.org/onto/individual/ENSMUSG00000036564_CNSOverLung>	"Ndrg4"
<http://example.org/onto/individual/ENSMUSG00000039193_CNSOverLung>	"Nlrc4"
<http://example.org/onto/individual/ENSMUSG00000035021_CNSOverLung>	"Baz1a"
<http://example.org/onto/individual/ENSMUSG00000030614_CNSOverLung>	"Tmem126b"
<http://example.org/onto/individual/ENSMUSG00000027508_CNSOverLung>	"Pag1"
<http://example.org/onto/individual/ENSMUSG00000005907_CNSOverLung>	"Pex1"
<http://example.org/onto/individual/ENSMUSG00000039634_CNSOverLung>	"Zfp189"
<http://example.org/onto/individual/ENSMUSG00000036800_CNSOverLung>	"Fam135b"
<http://example.org/onto/individual/ENSMUSG00000062515_CNSOverLung>	"Fabp4"
<http://example.org/onto/individual/ENSMUSG00000020262_CNSOverLung>	"Adarb1"
<http://example.org/onto/individual/ENSMUSG00000015027_CNSOverLung>	"Galns"
<http://example.org/onto/individual/ENSMUSG00000044303_CNSOverLung>	"Cdkn2a"
<http://example.org/onto/individual/ENSMUSG00000026489_CNSOverLung>	"Adck3"
<http://example.org/onto/individual/ENSMUSG00000022668_CNSOverLung>	"Gtpbp8"
<http://example.org/onto/individual/ENSMUSG00000030956_CNSOverLung>	"Fam53b"
<http://example.org/onto/individual/ENSMUSG00000003354_CNSOverLung>	"Ccdc65"
<http://example.org/onto/individual/ENSMUSG00000041936_CNSOverLung>	"Agrn"
<http://example.org/onto/individual/ENSMUSG00000019718_CNSOverLung>	"L3hypdh"
<http://example.org/onto/individual/ENSMUSG00000028657_CNSOverLung>	"Ppt1"
<http://example.org/onto/individual/ENSMUSG00000034883_CNSOverLung>	"Lrr1"
<http://example.org/onto/individual/ENSMUSG00000068267_CNSOverLung>	"Cenpb"
<http://example.org/onto/individual/ENSMUSG00000010721_CNSOverLung>	"Lmbr1"
<http://example.org/onto/individual/ENSMUSG00000021846_CNSOverLung>	"Peli2"
<http://example.org/onto/individual/ENSMUSG00000043572_CNSOverLung>	"Pars2"
<http://example.org/onto/individual/ENSMUSG00000001983_CNSOverLung>	"Taco1"
<http://example.org/onto/individual/ENSMUSG00000038963_CNSOverLung>	"Slco4a1"
<http://example.org/onto/individual/ENSMUSG00000008226_CNSOverLung>	"Scrn3"
<http://example.org/onto/individual/ENSMUSG00000078853_CNSOverLung>	"Igtp"
<http://example.org/onto/individual/ENSMUSG00000031138_CNSOverLung>	"F9"
<http://example.org/onto/individual/ENSMUSG00000021097_CNSOverLung>	"Clmn"
<http://example.org/onto/individual/ENSMUSG00000020534_CNSOverLung>	"Shmt1"
<http://example.org/onto/individual/ENSMUSG00000035473_CNSOverLung>	"Galm"
<http://example.org/onto/individual/ENSMUSG00000074604_CNSOverLung>	"Mgst2"
<http://example.org/onto/individual/ENSMUSG00000012519_CNSOverLung>	"Mlkl"
<http://example.org/onto/individual/ENSMUSG00000020156_CNSOverLung>	"Mum1"
<http://example.org/onto/individual/ENSMUSG00000035441_CNSOverLung>	"Myo1d"
<http://example.org/onto/individual/ENSMUSG00000046826_CNSOverLung>	"Fam187b"
<http://example.org/onto/individual/ENSMUSG00000000127_CNSOverLung>	"Fer"
<http://example.org/onto/individual/ENSMUSG00000035095_CNSOverLung>	"Fam167a"
<http://example.org/onto/individual/ENSMUSG00000034312_CNSOverLung>	"Iqsec1"
<http://example.org/onto/individual/ENSMUSG00000001138_CNSOverLung>	"Cnnm3"
<http://example.org/onto/individual/ENSMUSG00000032540_CNSOverLung>	"Abhd5"
<http://example.org/onto/individual/ENSMUSG00000072596_CNSOverLung>	"Ear2"
<http://example.org/onto/individual/ENSMUSG00000038764_CNSOverLung>	"Ptpn3"
<http://example.org/onto/individual/ENSMUSG00000025645_CNSOverLung>	"Ccdc51"
<http://example.org/onto/individual/ENSMUSG00000032750_CNSOverLung>	"Gab3"
<http://example.org/onto/individual/ENSMUSG00000027890_CNSOverLung>	"Gstm4"
<http://example.org/onto/individual/ENSMUSG00000050103_CNSOverLung>	"Agmo"
<http://example.org/onto/individual/ENSMUSG00000027296_CNSOverLung>	"Itpka"
<http://example.org/onto/individual/ENSMUSG00000048826_CNSOverLung>	"Dact2"
<http://example.org/onto/individual/ENSMUSG00000020381_CNSOverLung>	"3010026O09Rik"
<http://example.org/onto/individual/ENSMUSG00000051483_CNSOverLung>	"Cbr1"
<http://example.org/onto/individual/ENSMUSG00000096687_CNSOverLung>	"AA474331"
<http://example.org/onto/individual/ENSMUSG00000070883_CNSOverLung>	"Ccdc173"
<http://example.org/onto/individual/ENSMUSG00000059089_CNSOverLung>	"Fcgr4"
<http://example.org/onto/individual/ENSMUSG00000029376_CNSOverLung>	"Mthfd2l"
<http://example.org/onto/individual/ENSMUSG00000034501_CNSOverLung>	"Pcnxl4"
<http://example.org/onto/individual/ENSMUSG00000030359_CNSOverLung>	"Pzp"
<http://example.org/onto/individual/ENSMUSG00000031889_CNSOverLung>	"D230025D16Rik"
<http://example.org/onto/individual/ENSMUSG00000095440_CNSOverLung>	"Fignl2"
<http://example.org/onto/individual/ENSMUSG00000037531_CNSOverLung>	"Mrpl47"
<http://example.org/onto/individual/ENSMUSG00000042684_CNSOverLung>	"Npl"
<http://example.org/onto/individual/ENSMUSG00000033565_CNSOverLung>	"Rbfox2"
<http://example.org/onto/individual/ENSMUSG00000030256_CNSOverLung>	"Bhlhe41"
<http://example.org/onto/individual/ENSMUSG00000020570_CNSOverLung>	"Sypl"
<http://example.org/onto/individual/ENSMUSG00000074282_CNSOverLung>	"Zfp94"
<http://example.org/onto/individual/ENSMUSG00000026088_CNSOverLung>	"Mitd1"
<http://example.org/onto/individual/ENSMUSG00000042035_CNSOverLung>	"Igsf3"
<http://example.org/onto/individual/ENSMUSG00000038663_CNSOverLung>	"Fsd2"
<http://example.org/onto/individual/ENSMUSG00000046441_CNSOverLung>	"Cmtr2"
<http://example.org/onto/individual/ENSMUSG00000039826_CNSOverLung>	"Trub2"
<http://example.org/onto/individual/ENSMUSG00000039005_CNSOverLung>	"Tlr4"
<http://example.org/onto/individual/ENSMUSG00000032180_CNSOverLung>	"Tmed1"
<http://example.org/onto/individual/ENSMUSG00000020264_CNSOverLung>	"Slc36a2"
<http://example.org/onto/individual/ENSMUSG00000021281_CNSOverLung>	"Tnfaip2"
<http://example.org/onto/individual/ENSMUSG00000034245_CNSOverLung>	"Hdac11"
<http://example.org/onto/individual/ENSMUSG00000027223_CNSOverLung>	"Mapk8ip1"
<http://example.org/onto/individual/ENSMUSG00000017639_CNSOverLung>	"Rab11fip4"
<http://example.org/onto/individual/ENSMUSG00000041202_CNSOverLung>	"Pla2g2d"
<http://example.org/onto/individual/ENSMUSG00000071362_CNSOverLung>	"Gm10330"
<http://example.org/onto/individual/ENSMUSG00000059479_CNSOverLung>	"B3gnt8"
<http://example.org/onto/individual/ENSMUSG00000025059_CNSOverLung>	"Gyk"
<http://example.org/onto/individual/ENSMUSG00000027425_CNSOverLung>	"Csrp2bp"
<http://example.org/onto/individual/ENSMUSG00000044583_CNSOverLung>	"Tlr7"
<http://example.org/onto/individual/ENSMUSG00000064023_CNSOverLung>	"Klk8"
<http://example.org/onto/individual/ENSMUSG00000020911_CNSOverLung>	"Krt19"
<http://example.org/onto/individual/ENSMUSG00000074802_CNSOverLung>	"Gas2l3"
<http://example.org/onto/individual/ENSMUSG00000021711_CNSOverLung>	"Trappc13"
<http://example.org/onto/individual/ENSMUSG00000023953_CNSOverLung>	"Polh"
<http://example.org/onto/individual/ENSMUSG00000039137_CNSOverLung>	"Whrn"
<http://example.org/onto/individual/ENSMUSG00000050423_CNSOverLung>	"Ppp1r3g"
<http://example.org/onto/individual/ENSMUSG00000037636_CNSOverLung>	"Slc25a43"
<http://example.org/onto/individual/ENSMUSG00000031385_CNSOverLung>	"Plxnb3"
<http://example.org/onto/individual/ENSMUSG00000020010_CNSOverLung>	"Vnn3"
<http://example.org/onto/individual/ENSMUSG00000031916_CNSOverLung>	"Cog8"
<http://example.org/onto/individual/ENSMUSG00000049792_CNSOverLung>	"Bag5"
<http://example.org/onto/individual/ENSMUSG00000066621_CNSOverLung>	"Tecpr1"
<http://example.org/onto/individual/ENSMUSG00000039096_CNSOverLung>	"Rsad1"
<http://example.org/onto/individual/ENSMUSG00000040855_CNSOverLung>	"Reps2"
<http://example.org/onto/individual/ENSMUSG00000021275_CNSOverLung>	"Tecpr2"
<http://example.org/onto/individual/ENSMUSG00000020448_CNSOverLung>	"Rnf185"
<http://example.org/onto/individual/ENSMUSG00000002992_CNSOverLung>	"Apoc2"
<http://example.org/onto/individual/ENSMUSG00000021365_CNSOverLung>	"Nedd9"
<http://example.org/onto/individual/ENSMUSG00000037606_CNSOverLung>	"Osbpl5"
<http://example.org/onto/individual/ENSMUSG00000007891_CNSOverLung>	"Ctsd"
<http://example.org/onto/individual/ENSMUSG00000028917_CNSOverLung>	"Plekhm2"
<http://example.org/onto/individual/ENSMUSG00000025351_CNSOverLung>	"Cd63"
<http://example.org/onto/individual/ENSMUSG00000020652_CNSOverLung>	"Cenpo"
<http://example.org/onto/individual/ENSMUSG00000051256_CNSOverLung>	"Jagn1"
<http://example.org/onto/individual/ENSMUSG00000022125_CNSOverLung>	"Cln5"
<http://example.org/onto/individual/ENSMUSG00000029233_CNSOverLung>	"Srd5a3"
<http://example.org/onto/individual/ENSMUSG00000055866_CNSOverLung>	"Per2"
<http://example.org/onto/individual/ENSMUSG00000026893_CNSOverLung>	"Gca"
<http://example.org/onto/individual/ENSMUSG00000072082_CNSOverLung>	"Ccnf"
<http://example.org/onto/individual/ENSMUSG00000001123_CNSOverLung>	"Lgals9"
<http://example.org/onto/individual/ENSMUSG00000031785_CNSOverLung>	"Adgrg1"
<http://example.org/onto/individual/ENSMUSG00000061451_CNSOverLung>	"Tmem151a"
<http://example.org/onto/individual/ENSMUSG00000025732_CNSOverLung>	"Fam195a"
<http://example.org/onto/individual/ENSMUSG00000104713_CNSOverLung>	"Gbp6"
<http://example.org/onto/individual/ENSMUSG00000031387_CNSOverLung>	"Renbp"
<http://example.org/onto/individual/ENSMUSG00000020546_CNSOverLung>	"Stxbp4"
<http://example.org/onto/individual/ENSMUSG00000036249_CNSOverLung>	"Rbm43"
<http://example.org/onto/individual/ENSMUSG00000043300_CNSOverLung>	"B3galnt1"
<http://example.org/onto/individual/ENSMUSG00000028249_CNSOverLung>	"Sdcbp"
<http://example.org/onto/individual/ENSMUSG00000026189_CNSOverLung>	"Pecr"
<http://example.org/onto/individual/ENSMUSG00000057531_CNSOverLung>	"Dtnbp1"
<http://example.org/onto/individual/ENSMUSG00000005089_CNSOverLung>	"Slc1a2"
<http://example.org/onto/individual/ENSMUSG00000043822_CNSOverLung>	"Adamtsl5"
<http://example.org/onto/individual/ENSMUSG00000028068_CNSOverLung>	"Iqgap3"
<http://example.org/onto/individual/ENSMUSG00000020604_CNSOverLung>	"Arsg"
<http://example.org/onto/individual/ENSMUSG00000026492_CNSOverLung>	"Tfb2m"
<http://example.org/onto/individual/ENSMUSG00000031555_CNSOverLung>	"Adam9"
<http://example.org/onto/individual/ENSMUSG00000028207_CNSOverLung>	"Asph"
<http://example.org/onto/individual/ENSMUSG00000000440_CNSOverLung>	"Pparg"
<http://example.org/onto/individual/ENSMUSG00000028111_CNSOverLung>	"Ctsk"
<http://example.org/onto/individual/ENSMUSG00000021768_CNSOverLung>	"Dusp13"
<http://example.org/onto/individual/ENSMUSG00000022814_CNSOverLung>	"Umps"
<http://example.org/onto/individual/ENSMUSG00000074283_CNSOverLung>	"Zfp109"
<http://example.org/onto/individual/ENSMUSG00000027454_CNSOverLung>	"Gins1"
<http://example.org/onto/individual/ENSMUSG00000032300_CNSOverLung>	"1700017B05Rik"
<http://example.org/onto/individual/ENSMUSG00000029093_CNSOverLung>	"Sorcs2"
<http://example.org/onto/individual/ENSMUSG00000047534_CNSOverLung>	"Mis18bp1"
<http://example.org/onto/individual/ENSMUSG00000073771_CNSOverLung>	"Btbd19"
<http://example.org/onto/individual/ENSMUSG00000023243_CNSOverLung>	"Kcnk5"
<http://example.org/onto/individual/ENSMUSG00000025854_CNSOverLung>	"Fam20c"
<http://example.org/onto/individual/ENSMUSG00000017631_CNSOverLung>	"Abr"
<http://example.org/onto/individual/ENSMUSG00000048445_CNSOverLung>	"Ccdc57"
<http://example.org/onto/individual/ENSMUSG00000046598_CNSOverLung>	"Bdh1"
<http://example.org/onto/individual/ENSMUSG00000003665_CNSOverLung>	"Has1"
<http://example.org/onto/individual/ENSMUSG00000021716_CNSOverLung>	"Srek1ip1"
<http://example.org/onto/individual/ENSMUSG00000068270_CNSOverLung>	"Shroom4"
<http://example.org/onto/individual/ENSMUSG00000037706_CNSOverLung>	"Cd81"
<http://example.org/onto/individual/ENSMUSG00000038372_CNSOverLung>	"Gmds"
<http://example.org/onto/individual/ENSMUSG00000019851_CNSOverLung>	"Perp"
<http://example.org/onto/individual/ENSMUSG00000032667_CNSOverLung>	"Pon2"
<http://example.org/onto/individual/ENSMUSG00000052446_CNSOverLung>	"Zfp961"
<http://example.org/onto/individual/ENSMUSG00000026039_CNSOverLung>	"Sgol2a"
<http://example.org/onto/individual/ENSMUSG00000036103_CNSOverLung>	"Colec12"
<http://example.org/onto/individual/ENSMUSG00000059213_CNSOverLung>	"Ddn"
<http://example.org/onto/individual/ENSMUSG00000005360_CNSOverLung>	"Slc1a3"
<http://example.org/onto/individual/ENSMUSG00000050914_CNSOverLung>	"Ankrd37"
<http://example.org/onto/individual/ENSMUSG00000031438_CNSOverLung>	"Rnf128"
<http://example.org/onto/individual/ENSMUSG00000051502_CNSOverLung>	"Ufsp1"
<http://example.org/onto/individual/ENSMUSG00000040560_CNSOverLung>	"Wdr7"
<http://example.org/onto/individual/ENSMUSG00000090799_CNSOverLung>	"Klhl33"
<http://example.org/onto/individual/ENSMUSG00000038642_CNSOverLung>	"Ctss"
<http://example.org/onto/individual/ENSMUSG00000038527_CNSOverLung>	"C1rl"
<http://example.org/onto/individual/ENSMUSG00000003849_CNSOverLung>	"Nqo1"
<http://example.org/onto/individual/ENSMUSG00000074896_CNSOverLung>	"Ifit3"
<http://example.org/onto/individual/ENSMUSG00000005045_CNSOverLung>	"Chd5"
<http://example.org/onto/individual/ENSMUSG00000030019_CNSOverLung>	"Fbxl14"
<http://example.org/onto/individual/ENSMUSG00000043445_CNSOverLung>	"Pgp"
<http://example.org/onto/individual/ENSMUSG00000043687_CNSOverLung>	"1190005I06Rik"
<http://example.org/onto/individual/ENSMUSG00000041064_CNSOverLung>	"Pif1"
<http://example.org/onto/individual/ENSMUSG00000029082_CNSOverLung>	"Bst1"
<http://example.org/onto/individual/ENSMUSG00000058093_CNSOverLung>	"Zfp729b"
<http://example.org/onto/individual/ENSMUSG00000032902_CNSOverLung>	"Slc16a1"
<http://example.org/onto/individual/ENSMUSG00000038271_CNSOverLung>	"Iffo1"
<http://example.org/onto/individual/ENSMUSG00000025876_CNSOverLung>	"Unc5a"
<http://example.org/onto/individual/ENSMUSG00000094441_CNSOverLung>	"Zfp955a"
<http://example.org/onto/individual/ENSMUSG00000018927_CNSOverLung>	"Ccl6"
<http://example.org/onto/individual/ENSMUSG00000024544_CNSOverLung>	"Ldlrad4"
<http://example.org/onto/individual/ENSMUSG00000019806_CNSOverLung>	"Aig1"
<http://example.org/onto/individual/ENSMUSG00000053646_CNSOverLung>	"Plxnb1"
<http://example.org/onto/individual/ENSMUSG00000041842_CNSOverLung>	"Fhdc1"
<http://example.org/onto/individual/ENSMUSG00000066026_CNSOverLung>	"Dhrs3"
<http://example.org/onto/individual/ENSMUSG00000035735_CNSOverLung>	"Dagla"
<http://example.org/onto/individual/ENSMUSG00000000253_CNSOverLung>	"Gmpr"
<http://example.org/onto/individual/ENSMUSG00000002055_CNSOverLung>	"Spag5"
<http://example.org/onto/individual/ENSMUSG00000038393_CNSOverLung>	"Txnip"
<http://example.org/onto/individual/ENSMUSG00000031958_CNSOverLung>	"Ldhd"
<http://example.org/onto/individual/ENSMUSG00000001095_CNSOverLung>	"Slc13a2"
<http://example.org/onto/individual/ENSMUSG00000030342_CNSOverLung>	"Cd9"
<http://example.org/onto/individual/ENSMUSG00000083282_CNSOverLung>	"Ctsf"
<http://example.org/onto/individual/ENSMUSG00000027698_CNSOverLung>	"Nceh1"
<http://example.org/onto/individual/ENSMUSG00000039166_CNSOverLung>	"Akap7"
<http://example.org/onto/individual/ENSMUSG00000015947_CNSOverLung>	"Fcgr1"
<http://example.org/onto/individual/ENSMUSG00000035151_CNSOverLung>	"Elmod2"
<http://example.org/onto/individual/ENSMUSG00000054715_CNSOverLung>	"Zscan22"
<http://example.org/onto/individual/ENSMUSG00000025375_CNSOverLung>	"Aatk"
<http://example.org/onto/individual/ENSMUSG00000030741_CNSOverLung>	"Spns1"
<http://example.org/onto/individual/ENSMUSG00000034707_CNSOverLung>	"Gns"
<http://example.org/onto/individual/ENSMUSG00000027963_CNSOverLung>	"Extl2"
<http://example.org/onto/individual/ENSMUSG00000029486_CNSOverLung>	"Mrpl1"
<http://example.org/onto/individual/ENSMUSG00000013921_CNSOverLung>	"Clip3"
<http://example.org/onto/individual/ENSMUSG00000036022_CNSOverLung>	"Fam122b"
<http://example.org/onto/individual/ENSMUSG00000036949_CNSOverLung>	"Slc39a12"
<http://example.org/onto/individual/ENSMUSG00000041380_CNSOverLung>	"Htr2c"
<http://example.org/onto/individual/ENSMUSG00000028885_CNSOverLung>	"Smpdl3b"
<http://example.org/onto/individual/ENSMUSG00000033545_CNSOverLung>	"Znrf1"
<http://example.org/onto/individual/ENSMUSG00000026980_CNSOverLung>	"Ly75"
<http://example.org/onto/individual/ENSMUSG00000073555_CNSOverLung>	"Gm4951"
<http://example.org/onto/individual/ENSMUSG00000030474_CNSOverLung>	"Siglece"
<http://example.org/onto/individual/ENSMUSG00000026062_CNSOverLung>	"Slc9a2"
<http://example.org/onto/individual/ENSMUSG00000054675_CNSOverLung>	"Tmem119"
<http://example.org/onto/individual/ENSMUSG00000038914_CNSOverLung>	"Dido1"
<http://example.org/onto/individual/ENSMUSG00000030278_CNSOverLung>	"Cidec"
<http://example.org/onto/individual/ENSMUSG00000036863_CNSOverLung>	"Syde2"
<http://example.org/onto/individual/ENSMUSG00000044641_CNSOverLung>	"Pard6b"
<http://example.org/onto/individual/ENSMUSG00000047656_CNSOverLung>	"Trpt1"
<http://example.org/onto/individual/ENSMUSG00000039781_CNSOverLung>	"Cep131"
<http://example.org/onto/individual/ENSMUSG00000029377_CNSOverLung>	"Ereg"
<http://example.org/onto/individual/ENSMUSG00000027435_CNSOverLung>	"Cd93"
<http://example.org/onto/individual/ENSMUSG00000095609_CNSOverLung>	"Gm21188"
<http://example.org/onto/individual/ENSMUSG00000046805_CNSOverLung>	"Mpeg1"
