?genes_iri	?downRegulated
<http://example.org/onto/individual/ENSMUSG00000033502_CNSOverLiver>	"Cdc14a"
<http://example.org/onto/individual/ENSMUSG00000023927_CNSOverLiver>	"Satb1"
<http://example.org/onto/individual/ENSMUSG00000029710_CNSOverLiver>	"Ephb4"
<http://example.org/onto/individual/ENSMUSG00000024610_CNSOverLiver>	"Cd74"
<http://example.org/onto/individual/ENSMUSG00000051212_CNSOverLiver>	"Gpr183"
<http://example.org/onto/individual/ENSMUSG00000093661_CNSOverLiver>	"Eif4e3"
<http://example.org/onto/individual/ENSMUSG00000027765_CNSOverLiver>	"P2ry1"
<http://example.org/onto/individual/ENSMUSG00000036594_CNSOverLiver>	"H2-Aa"
<http://example.org/onto/individual/ENSMUSG00000051652_CNSOverLiver>	"Lrrc3"
<http://example.org/onto/individual/ENSMUSG00000048216_CNSOverLiver>	"Gpr85"
<http://example.org/onto/individual/ENSMUSG00000075415_CNSOverLiver>	"Fnbp1"
<http://example.org/onto/individual/ENSMUSG00000007783_CNSOverLiver>	"Cpt1c"
<http://example.org/onto/individual/ENSMUSG00000039981_CNSOverLiver>	"Zc3h12d"
<http://example.org/onto/individual/ENSMUSG00000034382_CNSOverLiver>	"AI661453"
<http://example.org/onto/individual/ENSMUSG00000031129_CNSOverLiver>	"Slc9a9"
<http://example.org/onto/individual/ENSMUSG00000038256_CNSOverLiver>	"Bcl9"
<http://example.org/onto/individual/ENSMUSG00000015401_CNSOverLiver>	"Tmem27"
<http://example.org/onto/individual/ENSMUSG00000035245_CNSOverLiver>	"Eogt"
<http://example.org/onto/individual/ENSMUSG00000029560_CNSOverLiver>	"Snx8"
<http://example.org/onto/individual/ENSMUSG00000079800_CNSOverLiver>	"A530040E14Rik"
<http://example.org/onto/individual/ENSMUSG00000039899_CNSOverLiver>	"Fgl2"
<http://example.org/onto/individual/ENSMUSG00000060600_CNSOverLiver>	"Eno3"
<http://example.org/onto/individual/ENSMUSG00000029581_CNSOverLiver>	"Fscn1"
<http://example.org/onto/individual/ENSMUSG00000070044_CNSOverLiver>	"Fam149a"
<http://example.org/onto/individual/ENSMUSG00000000085_CNSOverLiver>	"Scmh1"
<http://example.org/onto/individual/ENSMUSG00000014846_CNSOverLiver>	"Tppp3"
<http://example.org/onto/individual/ENSMUSG00000028251_CNSOverLiver>	"Tstd3"
<http://example.org/onto/individual/ENSMUSG00000105504_CNSOverLiver>	"Gbp5"
<http://example.org/onto/individual/ENSMUSG00000020788_CNSOverLiver>	"Atp2a3"
<http://example.org/onto/individual/ENSMUSG00000029394_CNSOverLiver>	"Cdk2ap1"
<http://example.org/onto/individual/ENSMUSG00000028051_CNSOverLiver>	"Hcn3"
<http://example.org/onto/individual/ENSMUSG00000005950_CNSOverLiver>	"P2rx5"
<http://example.org/onto/individual/ENSMUSG00000027339_CNSOverLiver>	"Rassf2"
<http://example.org/onto/individual/ENSMUSG00000037347_CNSOverLiver>	"Chst7"
<http://example.org/onto/individual/ENSMUSG00000004044_CNSOverLiver>	"Ptrf"
<http://example.org/onto/individual/ENSMUSG00000034379_CNSOverLiver>	"Wdr5b"
<http://example.org/onto/individual/ENSMUSG00000030643_CNSOverLiver>	"Rab30"
<http://example.org/onto/individual/ENSMUSG00000002204_CNSOverLiver>	"Napsa"
<http://example.org/onto/individual/ENSMUSG00000005338_CNSOverLiver>	"Cadm3"
<http://example.org/onto/individual/ENSMUSG00000029417_CNSOverLiver>	"Cxcl9"
<http://example.org/onto/individual/ENSMUSG00000040488_CNSOverLiver>	"Ltbp4"
<http://example.org/onto/individual/ENSMUSG00000054720_CNSOverLiver>	"Lrrc8c"
<http://example.org/onto/individual/ENSMUSG00000047669_CNSOverLiver>	"Msl3l2"
<http://example.org/onto/individual/ENSMUSG00000034614_CNSOverLiver>	"Pik3ip1"
<http://example.org/onto/individual/ENSMUSG00000030365_CNSOverLiver>	"Clec2i"
<http://example.org/onto/individual/ENSMUSG00000023078_CNSOverLiver>	"Cxcl13"
<http://example.org/onto/individual/ENSMUSG00000051517_CNSOverLiver>	"Arhgef39"
<http://example.org/onto/individual/ENSMUSG00000035354_CNSOverLiver>	"Uvrag"
<http://example.org/onto/individual/ENSMUSG00000068114_CNSOverLiver>	"Ccdc134"
<http://example.org/onto/individual/ENSMUSG00000061132_CNSOverLiver>	"Blnk"
<http://example.org/onto/individual/ENSMUSG00000020717_CNSOverLiver>	"Pecam1"
<http://example.org/onto/individual/ENSMUSG00000026721_CNSOverLiver>	"Rabgap1l"
<http://example.org/onto/individual/ENSMUSG00000006611_CNSOverLiver>	"Hfe"
<http://example.org/onto/individual/ENSMUSG00000024789_CNSOverLiver>	"Jak2"
<http://example.org/onto/individual/ENSMUSG00000023913_CNSOverLiver>	"Pla2g7"
<http://example.org/onto/individual/ENSMUSG00000041261_CNSOverLiver>	"Car8"
<http://example.org/onto/individual/ENSMUSG00000022579_CNSOverLiver>	"Gpihbp1"
<http://example.org/onto/individual/ENSMUSG00000023903_CNSOverLiver>	"Mmp25"
<http://example.org/onto/individual/ENSMUSG00000094345_CNSOverLiver>	"Igkv14-126"
<http://example.org/onto/individual/ENSMUSG00000098022_CNSOverLiver>	"Zfp82"
<http://example.org/onto/individual/ENSMUSG00000009090_CNSOverLiver>	"Ap1b1"
<http://example.org/onto/individual/ENSMUSG00000006850_CNSOverLiver>	"Tmco6"
<http://example.org/onto/individual/ENSMUSG00000089989_CNSOverLiver>	"Flt3l"
<http://example.org/onto/individual/ENSMUSG00000024065_CNSOverLiver>	"Ehd3"
<http://example.org/onto/individual/ENSMUSG00000031536_CNSOverLiver>	"Polb"
<http://example.org/onto/individual/ENSMUSG00000029860_CNSOverLiver>	"Zyx"
<http://example.org/onto/individual/ENSMUSG00000021608_CNSOverLiver>	"Lpcat1"
<http://example.org/onto/individual/ENSMUSG00000004933_CNSOverLiver>	"Matk"
<http://example.org/onto/individual/ENSMUSG00000050919_CNSOverLiver>	"Zfp366"
<http://example.org/onto/individual/ENSMUSG00000040270_CNSOverLiver>	"Bach2"
<http://example.org/onto/individual/ENSMUSG00000004837_CNSOverLiver>	"Grap"
<http://example.org/onto/individual/ENSMUSG00000076514_CNSOverLiver>	"Igkv17-121"
<http://example.org/onto/individual/ENSMUSG00000020422_CNSOverLiver>	"Tns3"
<http://example.org/onto/individual/ENSMUSG00000022836_CNSOverLiver>	"Mylk"
<http://example.org/onto/individual/ENSMUSG00000022265_CNSOverLiver>	"Ank"
<http://example.org/onto/individual/ENSMUSG00000050908_CNSOverLiver>	"Tvp23a"
<http://example.org/onto/individual/ENSMUSG00000095127_CNSOverLiver>	"Ighv1-82"
<http://example.org/onto/individual/ENSMUSG00000038295_CNSOverLiver>	"Atg9b"
<http://example.org/onto/individual/ENSMUSG00000052435_CNSOverLiver>	"Cebpe"
<http://example.org/onto/individual/ENSMUSG00000021384_CNSOverLiver>	"Susd3"
<http://example.org/onto/individual/ENSMUSG00000090164_CNSOverLiver>	"BC035044"
<http://example.org/onto/individual/ENSMUSG00000019487_CNSOverLiver>	"Trip10"
<http://example.org/onto/individual/ENSMUSG00000033191_CNSOverLiver>	"Tie1"
<http://example.org/onto/individual/ENSMUSG00000050730_CNSOverLiver>	"Arhgap42"
<http://example.org/onto/individual/ENSMUSG00000076677_CNSOverLiver>	"Ighv6-3"
<http://example.org/onto/individual/ENSMUSG00000004952_CNSOverLiver>	"Rasa4"
<http://example.org/onto/individual/ENSMUSG00000036928_CNSOverLiver>	"Stag3"
<http://example.org/onto/individual/ENSMUSG00000049038_CNSOverLiver>	"Mterf2"
<http://example.org/onto/individual/ENSMUSG00000062590_CNSOverLiver>	"Armc9"
<http://example.org/onto/individual/ENSMUSG00000024206_CNSOverLiver>	"Rfx2"
<http://example.org/onto/individual/ENSMUSG00000026736_CNSOverLiver>	"4930426L09Rik"
<http://example.org/onto/individual/ENSMUSG00000050232_CNSOverLiver>	"Cxcr3"
<http://example.org/onto/individual/ENSMUSG00000036867_CNSOverLiver>	"Smad6"
<http://example.org/onto/individual/ENSMUSG00000041538_CNSOverLiver>	"H2-Ob"
<http://example.org/onto/individual/ENSMUSG00000029049_CNSOverLiver>	"Morn1"
<http://example.org/onto/individual/ENSMUSG00000027800_CNSOverLiver>	"Tm4sf1"
<http://example.org/onto/individual/ENSMUSG00000042116_CNSOverLiver>	"Vwa1"
<http://example.org/onto/individual/ENSMUSG00000091971_CNSOverLiver>	"Hspa1a"
<http://example.org/onto/individual/ENSMUSG00000062007_CNSOverLiver>	"Hsh2d"
<http://example.org/onto/individual/ENSMUSG00000034177_CNSOverLiver>	"Rnf43"
<http://example.org/onto/individual/ENSMUSG00000039676_CNSOverLiver>	"Capsl"
<http://example.org/onto/individual/ENSMUSG00000040264_CNSOverLiver>	"Gbp2b"
<http://example.org/onto/individual/ENSMUSG00000071708_CNSOverLiver>	"Sms"
<http://example.org/onto/individual/ENSMUSG00000032915_CNSOverLiver>	"Adgre4"
<http://example.org/onto/individual/ENSMUSG00000031480_CNSOverLiver>	"Thsd1"
<http://example.org/onto/individual/ENSMUSG00000023044_CNSOverLiver>	"Csad"
<http://example.org/onto/individual/ENSMUSG00000018340_CNSOverLiver>	"Anxa6"
<http://example.org/onto/individual/ENSMUSG00000076609_CNSOverLiver>	"Igkc"
<http://example.org/onto/individual/ENSMUSG00000069892_CNSOverLiver>	"9930111J21Rik2"
<http://example.org/onto/individual/ENSMUSG00000040165_CNSOverLiver>	"Cd209c"
<http://example.org/onto/individual/ENSMUSG00000006344_CNSOverLiver>	"Ggt5"
<http://example.org/onto/individual/ENSMUSG00000022351_CNSOverLiver>	"Sqle"
<http://example.org/onto/individual/ENSMUSG00000015316_CNSOverLiver>	"Slamf1"
<http://example.org/onto/individual/ENSMUSG00000047678_CNSOverLiver>	"Gpr82"
<http://example.org/onto/individual/ENSMUSG00000049686_CNSOverLiver>	"Orai1"
<http://example.org/onto/individual/ENSMUSG00000079414_CNSOverLiver>	"Gm11110"
<http://example.org/onto/individual/ENSMUSG00000046432_CNSOverLiver>	"Ngfrap1"
<http://example.org/onto/individual/ENSMUSG00000015854_CNSOverLiver>	"Cd5l"
<http://example.org/onto/individual/ENSMUSG00000032087_CNSOverLiver>	"Dscaml1"
<http://example.org/onto/individual/ENSMUSG00000024998_CNSOverLiver>	"Plce1"
<http://example.org/onto/individual/ENSMUSG00000001240_CNSOverLiver>	"Ramp2"
<http://example.org/onto/individual/ENSMUSG00000037638_CNSOverLiver>	"Zbtb42"
<http://example.org/onto/individual/ENSMUSG00000026399_CNSOverLiver>	"Cd55"
<http://example.org/onto/individual/ENSMUSG00000042638_CNSOverLiver>	"Gucy2c"
<http://example.org/onto/individual/ENSMUSG00000026341_CNSOverLiver>	"Actr3"
<http://example.org/onto/individual/ENSMUSG00000024011_CNSOverLiver>	"Pi16"
<http://example.org/onto/individual/ENSMUSG00000025656_CNSOverLiver>	"Arhgef9"
<http://example.org/onto/individual/ENSMUSG00000041688_CNSOverLiver>	"Amot"
<http://example.org/onto/individual/ENSMUSG00000051682_CNSOverLiver>	"Treml4"
<http://example.org/onto/individual/ENSMUSG00000015944_CNSOverLiver>	"Gatsl2"
<http://example.org/onto/individual/ENSMUSG00000037946_CNSOverLiver>	"Fgd3"
<http://example.org/onto/individual/ENSMUSG00000034684_CNSOverLiver>	"Sema3f"
<http://example.org/onto/individual/ENSMUSG00000035547_CNSOverLiver>	"Capn5"
<http://example.org/onto/individual/ENSMUSG00000047747_CNSOverLiver>	"Rnf150"
<http://example.org/onto/individual/ENSMUSG00000079056_CNSOverLiver>	"Kcnip3"
<http://example.org/onto/individual/ENSMUSG00000028654_CNSOverLiver>	"Mycl"
<http://example.org/onto/individual/ENSMUSG00000021745_CNSOverLiver>	"Ptprg"
<http://example.org/onto/individual/ENSMUSG00000036019_CNSOverLiver>	"Tmtc2"
<http://example.org/onto/individual/ENSMUSG00000032579_CNSOverLiver>	"Hemk1"
<http://example.org/onto/individual/ENSMUSG00000026315_CNSOverLiver>	"Serpinb8"
<http://example.org/onto/individual/ENSMUSG00000025964_CNSOverLiver>	"Adam23"
<http://example.org/onto/individual/ENSMUSG00000047604_CNSOverLiver>	"Frat2"
<http://example.org/onto/individual/ENSMUSG00000019866_CNSOverLiver>	"Aim1"
<http://example.org/onto/individual/ENSMUSG00000040710_CNSOverLiver>	"St8sia4"
<http://example.org/onto/individual/ENSMUSG00000074365_CNSOverLiver>	"Crxos"
<http://example.org/onto/individual/ENSMUSG00000068923_CNSOverLiver>	"Syt11"
<http://example.org/onto/individual/ENSMUSG00000030471_CNSOverLiver>	"Zdhhc13"
<http://example.org/onto/individual/ENSMUSG00000003352_CNSOverLiver>	"Cacnb3"
<http://example.org/onto/individual/ENSMUSG00000021725_CNSOverLiver>	"Parp8"
<http://example.org/onto/individual/ENSMUSG00000067924_CNSOverLiver>	"Cxx1b"
<http://example.org/onto/individual/ENSMUSG00000043671_CNSOverLiver>	"Dpy19l3"
<http://example.org/onto/individual/ENSMUSG00000019820_CNSOverLiver>	"Utrn"
<http://example.org/onto/individual/ENSMUSG00000029322_CNSOverLiver>	"Plac8"
<http://example.org/onto/individual/ENSMUSG00000036587_CNSOverLiver>	"Fut7"
<http://example.org/onto/individual/ENSMUSG00000060591_CNSOverLiver>	"Ifitm2"
<http://example.org/onto/individual/ENSMUSG00000037552_CNSOverLiver>	"Plekhg2"
<http://example.org/onto/individual/ENSMUSG00000044350_CNSOverLiver>	"Lacc1"
<http://example.org/onto/individual/ENSMUSG00000030960_CNSOverLiver>	"Mettl10"
<http://example.org/onto/individual/ENSMUSG00000094689_CNSOverLiver>	"Ighv1-81"
<http://example.org/onto/individual/ENSMUSG00000030030_CNSOverLiver>	"1700003E16Rik"
<http://example.org/onto/individual/ENSMUSG00000050640_CNSOverLiver>	"Tmem150c"
<http://example.org/onto/individual/ENSMUSG00000079511_CNSOverLiver>	"Ccdc142"
<http://example.org/onto/individual/ENSMUSG00000006014_CNSOverLiver>	"Prg4"
<http://example.org/onto/individual/ENSMUSG00000018909_CNSOverLiver>	"Arrb1"
<http://example.org/onto/individual/ENSMUSG00000019961_CNSOverLiver>	"Tmpo"
<http://example.org/onto/individual/ENSMUSG00000094546_CNSOverLiver>	"Ighv1-26"
<http://example.org/onto/individual/ENSMUSG00000024952_CNSOverLiver>	"Rps6ka4"
<http://example.org/onto/individual/ENSMUSG00000024378_CNSOverLiver>	"Stard4"
<http://example.org/onto/individual/ENSMUSG00000067341_CNSOverLiver>	"H2-Eb2"
<http://example.org/onto/individual/ENSMUSG00000026679_CNSOverLiver>	"Enkur"
<http://example.org/onto/individual/ENSMUSG00000028159_CNSOverLiver>	"Dapp1"
<http://example.org/onto/individual/ENSMUSG00000055069_CNSOverLiver>	"Rab39"
<http://example.org/onto/individual/ENSMUSG00000056492_CNSOverLiver>	"Adgrf5"
<http://example.org/onto/individual/ENSMUSG00000068699_CNSOverLiver>	"Flnc"
<http://example.org/onto/individual/ENSMUSG00000034845_CNSOverLiver>	"Plvap"
<http://example.org/onto/individual/ENSMUSG00000031304_CNSOverLiver>	"Il2rg"
<http://example.org/onto/individual/ENSMUSG00000035539_CNSOverLiver>	"E230008N13Rik"
<http://example.org/onto/individual/ENSMUSG00000067767_CNSOverLiver>	"Clec4b2"
<http://example.org/onto/individual/ENSMUSG00000021200_CNSOverLiver>	"Asb2"
<http://example.org/onto/individual/ENSMUSG00000026271_CNSOverLiver>	"Gpr35"
<http://example.org/onto/individual/ENSMUSG00000066456_CNSOverLiver>	"Hmgn3"
<http://example.org/onto/individual/ENSMUSG00000043505_CNSOverLiver>	"Gimap5"
<http://example.org/onto/individual/ENSMUSG00000076556_CNSOverLiver>	"Igkv4-57"
<http://example.org/onto/individual/ENSMUSG00000037548_CNSOverLiver>	"H2-DMb2"
<http://example.org/onto/individual/ENSMUSG00000031493_CNSOverLiver>	"Ggn"
<http://example.org/onto/individual/ENSMUSG00000032946_CNSOverLiver>	"Rasgrp2"
<http://example.org/onto/individual/ENSMUSG00000095026_CNSOverLiver>	"Gm3336"
<http://example.org/onto/individual/ENSMUSG00000000693_CNSOverLiver>	"Loxl3"
<http://example.org/onto/individual/ENSMUSG00000028763_CNSOverLiver>	"Hspg2"
<http://example.org/onto/individual/ENSMUSG00000027863_CNSOverLiver>	"Cd2"
<http://example.org/onto/individual/ENSMUSG00000015957_CNSOverLiver>	"Wnt11"
<http://example.org/onto/individual/ENSMUSG00000020814_CNSOverLiver>	"Mxra7"
<http://example.org/onto/individual/ENSMUSG00000026357_CNSOverLiver>	"Rgs18"
<http://example.org/onto/individual/ENSMUSG00000096074_CNSOverLiver>	"Ighv1-72"
<http://example.org/onto/individual/ENSMUSG00000048458_CNSOverLiver>	"Fam212b"
<http://example.org/onto/individual/ENSMUSG00000040616_CNSOverLiver>	"Tmem51"
<http://example.org/onto/individual/ENSMUSG00000004043_CNSOverLiver>	"Stat5a"
<http://example.org/onto/individual/ENSMUSG00000025278_CNSOverLiver>	"Flnb"
<http://example.org/onto/individual/ENSMUSG00000024402_CNSOverLiver>	"Lta"
<http://example.org/onto/individual/ENSMUSG00000017144_CNSOverLiver>	"Rnd3"
<http://example.org/onto/individual/ENSMUSG00000001098_CNSOverLiver>	"Kctd10"
<http://example.org/onto/individual/ENSMUSG00000021944_CNSOverLiver>	"Gata4"
<http://example.org/onto/individual/ENSMUSG00000009731_CNSOverLiver>	"Kcnd1"
<http://example.org/onto/individual/ENSMUSG00000050050_CNSOverLiver>	"Ccdc158"
<http://example.org/onto/individual/ENSMUSG00000040848_CNSOverLiver>	"Sft2d2"
<http://example.org/onto/individual/ENSMUSG00000034220_CNSOverLiver>	"Gpc1"
<http://example.org/onto/individual/ENSMUSG00000089942_CNSOverLiver>	"Pira2"
<http://example.org/onto/individual/ENSMUSG00000038807_CNSOverLiver>	"Rap1gap2"
<http://example.org/onto/individual/ENSMUSG00000031137_CNSOverLiver>	"Fgf13"
<http://example.org/onto/individual/ENSMUSG00000034037_CNSOverLiver>	"Fgd5"
<http://example.org/onto/individual/ENSMUSG00000032496_CNSOverLiver>	"Ltf"
<http://example.org/onto/individual/ENSMUSG00000027562_CNSOverLiver>	"Car2"
<http://example.org/onto/individual/ENSMUSG00000039997_CNSOverLiver>	"Ifi203"
<http://example.org/onto/individual/ENSMUSG00000022220_CNSOverLiver>	"Adcy4"
<http://example.org/onto/individual/ENSMUSG00000049848_CNSOverLiver>	"Ceacam19"
<http://example.org/onto/individual/ENSMUSG00000062906_CNSOverLiver>	"Hdac10"
<http://example.org/onto/individual/ENSMUSG00000056895_CNSOverLiver>	"Hist3h2ba"
<http://example.org/onto/individual/ENSMUSG00000040723_CNSOverLiver>	"Rcsd1"
<http://example.org/onto/individual/ENSMUSG00000037138_CNSOverLiver>	"Aff3"
<http://example.org/onto/individual/ENSMUSG00000045381_CNSOverLiver>	"Olfr433"
<http://example.org/onto/individual/ENSMUSG00000028270_CNSOverLiver>	"Gbp2"
<http://example.org/onto/individual/ENSMUSG00000039994_CNSOverLiver>	"Timeless"
<http://example.org/onto/individual/ENSMUSG00000076596_CNSOverLiver>	"Igkv3-10"
<http://example.org/onto/individual/ENSMUSG00000009654_CNSOverLiver>	"Oit3"
<http://example.org/onto/individual/ENSMUSG00000047246_CNSOverLiver>	"Hist1h2be"
<http://example.org/onto/individual/ENSMUSG00000018819_CNSOverLiver>	"Lsp1"
<http://example.org/onto/individual/ENSMUSG00000043939_CNSOverLiver>	"A530064D06Rik"
<http://example.org/onto/individual/ENSMUSG00000045658_CNSOverLiver>	"Pid1"
