?genes_iri	?downRegulated
<http://example.org/onto/individual/ENSMUSG00000024041_CNSOverLung>	"Cryaa"
<http://example.org/onto/individual/ENSMUSG00000022438_CNSOverLung>	"Parvb"
<http://example.org/onto/individual/ENSMUSG00000026700_CNSOverLung>	"Tnfsf4"
<http://example.org/onto/individual/ENSMUSG00000022186_CNSOverLung>	"Oxct1"
<http://example.org/onto/individual/ENSMUSG00000040848_CNSOverLung>	"Sft2d2"
<http://example.org/onto/individual/ENSMUSG00000030154_CNSOverLung>	"Klrb1f"
<http://example.org/onto/individual/ENSMUSG00000037977_CNSOverLung>	"6430571L13Rik"
<http://example.org/onto/individual/ENSMUSG00000024180_CNSOverLung>	"Tmem8"
<http://example.org/onto/individual/ENSMUSG00000053395_CNSOverLung>	"Cacng8"
<http://example.org/onto/individual/ENSMUSG00000030814_CNSOverLung>	"Bcl7c"
<http://example.org/onto/individual/ENSMUSG00000033444_CNSOverLung>	"Specc1l"
<http://example.org/onto/individual/ENSMUSG00000017418_CNSOverLung>	"Arl5b"
<http://example.org/onto/individual/ENSMUSG00000022097_CNSOverLung>	"Sftpc"
<http://example.org/onto/individual/ENSMUSG00000031538_CNSOverLung>	"Plat"
<http://example.org/onto/individual/ENSMUSG00000039735_CNSOverLung>	"Fnbp1l"
<http://example.org/onto/individual/ENSMUSG00000019850_CNSOverLung>	"Tnfaip3"
<http://example.org/onto/individual/ENSMUSG00000098188_CNSOverLung>	"Sowahc"
<http://example.org/onto/individual/ENSMUSG00000030774_CNSOverLung>	"Pak1"
<http://example.org/onto/individual/ENSMUSG00000015745_CNSOverLung>	"Plekho1"
<http://example.org/onto/individual/ENSMUSG00000012819_CNSOverLung>	"Cdh23"
<http://example.org/onto/individual/ENSMUSG00000031304_CNSOverLung>	"Il2rg"
<http://example.org/onto/individual/ENSMUSG00000102843_CNSOverLung>	"Serpinb10"
<http://example.org/onto/individual/ENSMUSG00000031661_CNSOverLung>	"Nkd1"
<http://example.org/onto/individual/ENSMUSG00000030102_CNSOverLung>	"Itpr1"
<http://example.org/onto/individual/ENSMUSG00000037649_CNSOverLung>	"H2-DMa"
<http://example.org/onto/individual/ENSMUSG00000071076_CNSOverLung>	"Jund"
<http://example.org/onto/individual/ENSMUSG00000025225_CNSOverLung>	"Nfkb2"
<http://example.org/onto/individual/ENSMUSG00000041577_CNSOverLung>	"Prelp"
<http://example.org/onto/individual/ENSMUSG00000042523_CNSOverLung>	"Dnal1"
<http://example.org/onto/individual/ENSMUSG00000029703_CNSOverLung>	"Lrwd1"
<http://example.org/onto/individual/ENSMUSG00000028713_CNSOverLung>	"Cyp4b1"
<http://example.org/onto/individual/ENSMUSG00000021273_CNSOverLung>	"Fdft1"
<http://example.org/onto/individual/ENSMUSG00000058126_CNSOverLung>	"Tpm3-rs7"
<http://example.org/onto/individual/ENSMUSG00000037940_CNSOverLung>	"Inpp4b"
<http://example.org/onto/individual/ENSMUSG00000029149_CNSOverLung>	"Krtcap3"
<http://example.org/onto/individual/ENSMUSG00000032322_CNSOverLung>	"Pstpip1"
<http://example.org/onto/individual/ENSMUSG00000033502_CNSOverLung>	"Cdc14a"
<http://example.org/onto/individual/ENSMUSG00000032601_CNSOverLung>	"Prkar2a"
<http://example.org/onto/individual/ENSMUSG00000079018_CNSOverLung>	"Ly6c1"
<http://example.org/onto/individual/ENSMUSG00000037999_CNSOverLung>	"Arap2"
<http://example.org/onto/individual/ENSMUSG00000015501_CNSOverLung>	"Hivep2"
<http://example.org/onto/individual/ENSMUSG00000053641_CNSOverLung>	"Dennd4a"
<http://example.org/onto/individual/ENSMUSG00000070877_CNSOverLung>	"Ldlrad1"
<http://example.org/onto/individual/ENSMUSG00000022982_CNSOverLung>	"Sod1"
<http://example.org/onto/individual/ENSMUSG00000076609_CNSOverLung>	"Igkc"
<http://example.org/onto/individual/ENSMUSG00000071708_CNSOverLung>	"Sms"
<http://example.org/onto/individual/ENSMUSG00000029552_CNSOverLung>	"Tes"
<http://example.org/onto/individual/ENSMUSG00000038156_CNSOverLung>	"Spon1"
<http://example.org/onto/individual/ENSMUSG00000022490_CNSOverLung>	"Ppp1r1a"
<http://example.org/onto/individual/ENSMUSG00000000594_CNSOverLung>	"Gm2a"
<http://example.org/onto/individual/ENSMUSG00000060586_CNSOverLung>	"H2-Eb1"
<http://example.org/onto/individual/ENSMUSG00000026407_CNSOverLung>	"Cacna1s"
<http://example.org/onto/individual/ENSMUSG00000004633_CNSOverLung>	"Chn2"
<http://example.org/onto/individual/ENSMUSG00000032175_CNSOverLung>	"Tyk2"
<http://example.org/onto/individual/ENSMUSG00000024399_CNSOverLung>	"Ltb"
<http://example.org/onto/individual/ENSMUSG00000001507_CNSOverLung>	"Itga3"
<http://example.org/onto/individual/ENSMUSG00000041153_CNSOverLung>	"Osgin2"
<http://example.org/onto/individual/ENSMUSG00000062590_CNSOverLung>	"Armc9"
<http://example.org/onto/individual/ENSMUSG00000023367_CNSOverLung>	"Tmem176a"
<http://example.org/onto/individual/ENSMUSG00000043932_CNSOverLung>	"Klri2"
<http://example.org/onto/individual/ENSMUSG00000041954_CNSOverLung>	"Tnfrsf18"
<http://example.org/onto/individual/ENSMUSG00000032375_CNSOverLung>	"Aph1b"
<http://example.org/onto/individual/ENSMUSG00000062380_CNSOverLung>	"Tubb3"
<http://example.org/onto/individual/ENSMUSG00000041658_CNSOverLung>	"Rragb"
<http://example.org/onto/individual/ENSMUSG00000073421_CNSOverLung>	"H2-Ab1"
<http://example.org/onto/individual/ENSMUSG00000038807_CNSOverLung>	"Rap1gap2"
<http://example.org/onto/individual/ENSMUSG00000031880_CNSOverLung>	"Rrad"
<http://example.org/onto/individual/ENSMUSG00000020340_CNSOverLung>	"Cyfip2"
<http://example.org/onto/individual/ENSMUSG00000034855_CNSOverLung>	"Cxcl10"
<http://example.org/onto/individual/ENSMUSG00000074497_CNSOverLung>	"A430078G23Rik"
<http://example.org/onto/individual/ENSMUSG00000030200_CNSOverLung>	"Bcl2l14"
<http://example.org/onto/individual/ENSMUSG00000021745_CNSOverLung>	"Ptprg"
<http://example.org/onto/individual/ENSMUSG00000033900_CNSOverLung>	"Map9"
<http://example.org/onto/individual/ENSMUSG00000034652_CNSOverLung>	"Cd300a"
<http://example.org/onto/individual/ENSMUSG00000025150_CNSOverLung>	"Cbr2"
<http://example.org/onto/individual/ENSMUSG00000026068_CNSOverLung>	"Il18rap"
<http://example.org/onto/individual/ENSMUSG00000023913_CNSOverLung>	"Pla2g7"
<http://example.org/onto/individual/ENSMUSG00000026080_CNSOverLung>	"Chst10"
<http://example.org/onto/individual/ENSMUSG00000030306_CNSOverLung>	"Tmtc1"
<http://example.org/onto/individual/ENSMUSG00000057963_CNSOverLung>	"Itpk1"
<http://example.org/onto/individual/ENSMUSG00000035354_CNSOverLung>	"Uvrag"
<http://example.org/onto/individual/ENSMUSG00000045136_CNSOverLung>	"Tubb2b"
<http://example.org/onto/individual/ENSMUSG00000034641_CNSOverLung>	"Cd300ld"
<http://example.org/onto/individual/ENSMUSG00000021676_CNSOverLung>	"Iqgap2"
<http://example.org/onto/individual/ENSMUSG00000035314_CNSOverLung>	"Gdpd5"
<http://example.org/onto/individual/ENSMUSG00000022096_CNSOverLung>	"Hr"
<http://example.org/onto/individual/ENSMUSG00000031799_CNSOverLung>	"Tpm4"
<http://example.org/onto/individual/ENSMUSG00000039477_CNSOverLung>	"Tnrc18"
<http://example.org/onto/individual/ENSMUSG00000065987_CNSOverLung>	"Cd209b"
<http://example.org/onto/individual/ENSMUSG00000024789_CNSOverLung>	"Jak2"
<http://example.org/onto/individual/ENSMUSG00000038860_CNSOverLung>	"Garnl3"
<http://example.org/onto/individual/ENSMUSG00000021143_CNSOverLung>	"Pacs2"
<http://example.org/onto/individual/ENSMUSG00000027447_CNSOverLung>	"Cst3"
<http://example.org/onto/individual/ENSMUSG00000000627_CNSOverLung>	"Sema4f"
<http://example.org/onto/individual/ENSMUSG00000059430_CNSOverLung>	"Actg2"
<http://example.org/onto/individual/ENSMUSG00000039713_CNSOverLung>	"Plekhg5"
<http://example.org/onto/individual/ENSMUSG00000045790_CNSOverLung>	"Ccdc149"
<http://example.org/onto/individual/ENSMUSG00000074272_CNSOverLung>	"Ceacam1"
<http://example.org/onto/individual/ENSMUSG00000039315_CNSOverLung>	"Clnk"
<http://example.org/onto/individual/ENSMUSG00000044468_CNSOverLung>	"Fam46c"
<http://example.org/onto/individual/ENSMUSG00000036046_CNSOverLung>	"5031439G07Rik"
<http://example.org/onto/individual/ENSMUSG00000007783_CNSOverLung>	"Cpt1c"
<http://example.org/onto/individual/ENSMUSG00000022014_CNSOverLung>	"Epsti1"
<http://example.org/onto/individual/ENSMUSG00000031825_CNSOverLung>	"Crispld2"
<http://example.org/onto/individual/ENSMUSG00000041134_CNSOverLung>	"Cyyr1"
<http://example.org/onto/individual/ENSMUSG00000027782_CNSOverLung>	"Kpna4"
<http://example.org/onto/individual/ENSMUSG00000000753_CNSOverLung>	"Serpinf1"
<http://example.org/onto/individual/ENSMUSG00000004864_CNSOverLung>	"Mapk13"
<http://example.org/onto/individual/ENSMUSG00000040270_CNSOverLung>	"Bach2"
<http://example.org/onto/individual/ENSMUSG00000051375_CNSOverLung>	"Pcdh1"
<http://example.org/onto/individual/ENSMUSG00000027238_CNSOverLung>	"Frmd5"
<http://example.org/onto/individual/ENSMUSG00000021795_CNSOverLung>	"Sftpd"
<http://example.org/onto/individual/ENSMUSG00000044024_CNSOverLung>	"Rell2"
<http://example.org/onto/individual/ENSMUSG00000038732_CNSOverLung>	"Mboat1"
<http://example.org/onto/individual/ENSMUSG00000032915_CNSOverLung>	"Adgre4"
<http://example.org/onto/individual/ENSMUSG00000005947_CNSOverLung>	"Itgae"
<http://example.org/onto/individual/ENSMUSG00000028108_CNSOverLung>	"Ecm1"
<http://example.org/onto/individual/ENSMUSG00000032402_CNSOverLung>	"Smad3"
<http://example.org/onto/individual/ENSMUSG00000026395_CNSOverLung>	"Ptprc"
<http://example.org/onto/individual/ENSMUSG00000027007_CNSOverLung>	"Ssfa2"
<http://example.org/onto/individual/ENSMUSG00000031565_CNSOverLung>	"Fgfr1"
<http://example.org/onto/individual/ENSMUSG00000058173_CNSOverLung>	"Smco4"
<http://example.org/onto/individual/ENSMUSG00000061353_CNSOverLung>	"Cxcl12"
<http://example.org/onto/individual/ENSMUSG00000059108_CNSOverLung>	"Ifitm6"
<http://example.org/onto/individual/ENSMUSG00000024209_CNSOverLung>	"1700061G19Rik"
<http://example.org/onto/individual/ENSMUSG00000039985_CNSOverLung>	"Fam60a"
<http://example.org/onto/individual/ENSMUSG00000032845_CNSOverLung>	"Alpk2"
<http://example.org/onto/individual/ENSMUSG00000035232_CNSOverLung>	"Pdk3"
<http://example.org/onto/individual/ENSMUSG00000038059_CNSOverLung>	"Smim3"
<http://example.org/onto/individual/ENSMUSG00000062866_CNSOverLung>	"Phactr2"
<http://example.org/onto/individual/ENSMUSG00000043782_CNSOverLung>	"Ccdc64b"
<http://example.org/onto/individual/ENSMUSG00000079800_CNSOverLung>	"A530040E14Rik"
<http://example.org/onto/individual/ENSMUSG00000034686_CNSOverLung>	"Prr7"
<http://example.org/onto/individual/ENSMUSG00000020895_CNSOverLung>	"Tmem107"
<http://example.org/onto/individual/ENSMUSG00000033033_CNSOverLung>	"Calhm2"
<http://example.org/onto/individual/ENSMUSG00000013033_CNSOverLung>	"Adgrl1"
<http://example.org/onto/individual/ENSMUSG00000095677_CNSOverLung>	"Dynlt1f"
<http://example.org/onto/individual/ENSMUSG00000036478_CNSOverLung>	"Btg1"
<http://example.org/onto/individual/ENSMUSG00000062168_CNSOverLung>	"Ppef1"
<http://example.org/onto/individual/ENSMUSG00000050533_CNSOverLung>	"Gm9845"
<http://example.org/onto/individual/ENSMUSG00000043336_CNSOverLung>	"Filip1l"
<http://example.org/onto/individual/ENSMUSG00000034833_CNSOverLung>	"Tespa1"
<http://example.org/onto/individual/ENSMUSG00000037185_CNSOverLung>	"Krt80"
<http://example.org/onto/individual/ENSMUSG00000000120_CNSOverLung>	"Ngfr"
<http://example.org/onto/individual/ENSMUSG00000004044_CNSOverLung>	"Ptrf"
<http://example.org/onto/individual/ENSMUSG00000048489_CNSOverLung>	"8430408G22Rik"
<http://example.org/onto/individual/ENSMUSG00000044258_CNSOverLung>	"Ctla2a"
<http://example.org/onto/individual/ENSMUSG00000000673_CNSOverLung>	"Haao"
<http://example.org/onto/individual/ENSMUSG00000031149_CNSOverLung>	"Praf2"
<http://example.org/onto/individual/ENSMUSG00000035692_CNSOverLung>	"Isg15"
<http://example.org/onto/individual/ENSMUSG00000075254_CNSOverLung>	"Heg1"
<http://example.org/onto/individual/ENSMUSG00000024063_CNSOverLung>	"Lbh"
<http://example.org/onto/individual/ENSMUSG00000001948_CNSOverLung>	"Spa17"
<http://example.org/onto/individual/ENSMUSG00000031431_CNSOverLung>	"Tsc22d3"
<http://example.org/onto/individual/ENSMUSG00000040929_CNSOverLung>	"Rfx3"
<http://example.org/onto/individual/ENSMUSG00000031728_CNSOverLung>	"Zfp821"
<http://example.org/onto/individual/ENSMUSG00000030157_CNSOverLung>	"Clec2d"
<http://example.org/onto/individual/ENSMUSG00000019699_CNSOverLung>	"Akt3"
<http://example.org/onto/individual/ENSMUSG00000003746_CNSOverLung>	"Man1a"
<http://example.org/onto/individual/ENSMUSG00000024033_CNSOverLung>	"Rsph1"
<http://example.org/onto/individual/ENSMUSG00000014030_CNSOverLung>	"Pax5"
<http://example.org/onto/individual/ENSMUSG00000044162_CNSOverLung>	"Tnip3"
<http://example.org/onto/individual/ENSMUSG00000035356_CNSOverLung>	"Nfkbiz"
<http://example.org/onto/individual/ENSMUSG00000040723_CNSOverLung>	"Rcsd1"
<http://example.org/onto/individual/ENSMUSG00000043587_CNSOverLung>	"Pxylp1"
<http://example.org/onto/individual/ENSMUSG00000047180_CNSOverLung>	"Neurl3"
<http://example.org/onto/individual/ENSMUSG00000090019_CNSOverLung>	"Gimap1"
<http://example.org/onto/individual/ENSMUSG00000001025_CNSOverLung>	"S100a6"
<http://example.org/onto/individual/ENSMUSG00000032193_CNSOverLung>	"Ldlr"
<http://example.org/onto/individual/ENSMUSG00000032657_CNSOverLung>	"Fam189b"
<http://example.org/onto/individual/ENSMUSG00000034570_CNSOverLung>	"Inpp5j"
<http://example.org/onto/individual/ENSMUSG00000001473_CNSOverLung>	"Tubb6"
<http://example.org/onto/individual/ENSMUSG00000074457_CNSOverLung>	"S100a16"
<http://example.org/onto/individual/ENSMUSG00000022583_CNSOverLung>	"Ly6f"
<http://example.org/onto/individual/ENSMUSG00000038679_CNSOverLung>	"Trps1"
<http://example.org/onto/individual/ENSMUSG00000035373_CNSOverLung>	"Ccl7"
<http://example.org/onto/individual/ENSMUSG00000049191_CNSOverLung>	"Rgag4"
<http://example.org/onto/individual/ENSMUSG00000028035_CNSOverLung>	"Dnajb4"
<http://example.org/onto/individual/ENSMUSG00000030313_CNSOverLung>	"Dennd5b"
<http://example.org/onto/individual/ENSMUSG00000059743_CNSOverLung>	"Fdps"
<http://example.org/onto/individual/ENSMUSG00000036594_CNSOverLung>	"H2-Aa"
<http://example.org/onto/individual/ENSMUSG00000029299_CNSOverLung>	"Abcg3"
<http://example.org/onto/individual/ENSMUSG00000096805_CNSOverLung>	"Ighv9-1"
<http://example.org/onto/individual/ENSMUSG00000004655_CNSOverLung>	"Aqp1"
<http://example.org/onto/individual/ENSMUSG00000062157_CNSOverLung>	"Ifnlr1"
<http://example.org/onto/individual/ENSMUSG00000022974_CNSOverLung>	"Paxbp1"
<http://example.org/onto/individual/ENSMUSG00000047880_CNSOverLung>	"Cxcr5"
<http://example.org/onto/individual/ENSMUSG00000041180_CNSOverLung>	"Hectd2"
<http://example.org/onto/individual/ENSMUSG00000024530_CNSOverLung>	"Slmo1"
<http://example.org/onto/individual/ENSMUSG00000069515_CNSOverLung>	"Lyz1"
<http://example.org/onto/individual/ENSMUSG00000044562_CNSOverLung>	"Rasip1"
<http://example.org/onto/individual/ENSMUSG00000020407_CNSOverLung>	"Upp1"
<http://example.org/onto/individual/ENSMUSG00000018169_CNSOverLung>	"Mfng"
<http://example.org/onto/individual/ENSMUSG00000026073_CNSOverLung>	"Il1r2"
<http://example.org/onto/individual/ENSMUSG00000024402_CNSOverLung>	"Lta"
<http://example.org/onto/individual/ENSMUSG00000003382_CNSOverLung>	"Etv3"
<http://example.org/onto/individual/ENSMUSG00000041247_CNSOverLung>	"Lamp3"
<http://example.org/onto/individual/ENSMUSG00000053025_CNSOverLung>	"Sv2b"
<http://example.org/onto/individual/ENSMUSG00000024998_CNSOverLung>	"Plce1"
<http://example.org/onto/individual/ENSMUSG00000039232_CNSOverLung>	"Stx11"
<http://example.org/onto/individual/ENSMUSG00000044156_CNSOverLung>	"Hepacam2"
<http://example.org/onto/individual/ENSMUSG00000031871_CNSOverLung>	"Cdh5"
<http://example.org/onto/individual/ENSMUSG00000022744_CNSOverLung>	"Cldnd1"
<http://example.org/onto/individual/ENSMUSG00000018459_CNSOverLung>	"Slc13a3"
<http://example.org/onto/individual/ENSMUSG00000039741_CNSOverLung>	"Bahcc1"
<http://example.org/onto/individual/ENSMUSG00000061100_CNSOverLung>	"Retnla"
<http://example.org/onto/individual/ENSMUSG00000002083_CNSOverLung>	"Bbc3"
<http://example.org/onto/individual/ENSMUSG00000006360_CNSOverLung>	"Crip1"
<http://example.org/onto/individual/ENSMUSG00000029049_CNSOverLung>	"Morn1"
<http://example.org/onto/individual/ENSMUSG00000033060_CNSOverLung>	"Lmo7"
<http://example.org/onto/individual/ENSMUSG00000076615_CNSOverLung>	"Ighg3"
<http://example.org/onto/individual/ENSMUSG00000067341_CNSOverLung>	"H2-Eb2"
<http://example.org/onto/individual/ENSMUSG00000015312_CNSOverLung>	"Gadd45b"
<http://example.org/onto/individual/ENSMUSG00000063506_CNSOverLung>	"Arhgap22"
<http://example.org/onto/individual/ENSMUSG00000014846_CNSOverLung>	"Tppp3"
<http://example.org/onto/individual/ENSMUSG00000027368_CNSOverLung>	"Dusp2"
<http://example.org/onto/individual/ENSMUSG00000047747_CNSOverLung>	"Rnf150"
<http://example.org/onto/individual/ENSMUSG00000039529_CNSOverLung>	"Atp8b1"
<http://example.org/onto/individual/ENSMUSG00000020644_CNSOverLung>	"Id2"
<http://example.org/onto/individual/ENSMUSG00000022184_CNSOverLung>	"Fbxo4"
<http://example.org/onto/individual/ENSMUSG00000027459_CNSOverLung>	"Fam110a"
<http://example.org/onto/individual/ENSMUSG00000059022_CNSOverLung>	"Kcp"
<http://example.org/onto/individual/ENSMUSG00000004814_CNSOverLung>	"Ccl24"
<http://example.org/onto/individual/ENSMUSG00000021725_CNSOverLung>	"Parp8"
<http://example.org/onto/individual/ENSMUSG00000038179_CNSOverLung>	"Slamf7"
<http://example.org/onto/individual/ENSMUSG00000030208_CNSOverLung>	"Emp1"
<http://example.org/onto/individual/ENSMUSG00000027997_CNSOverLung>	"Casp6"
<http://example.org/onto/individual/ENSMUSG00000066705_CNSOverLung>	"Fxyd6"
<http://example.org/onto/individual/ENSMUSG00000024805_CNSOverLung>	"Pcgf5"
<http://example.org/onto/individual/ENSMUSG00000028923_CNSOverLung>	"Necap2"
<http://example.org/onto/individual/ENSMUSG00000030688_CNSOverLung>	"Stard10"
<http://example.org/onto/individual/ENSMUSG00000024665_CNSOverLung>	"Fads2"
<http://example.org/onto/individual/ENSMUSG00000004952_CNSOverLung>	"Rasa4"
<http://example.org/onto/individual/ENSMUSG00000045038_CNSOverLung>	"Prkce"
<http://example.org/onto/individual/ENSMUSG00000030711_CNSOverLung>	"Sult1a1"
<http://example.org/onto/individual/ENSMUSG00000029361_CNSOverLung>	"Nos1"
<http://example.org/onto/individual/ENSMUSG00000036745_CNSOverLung>	"Ttll7"
<http://example.org/onto/individual/ENSMUSG00000025190_CNSOverLung>	"Got1"
<http://example.org/onto/individual/ENSMUSG00000019853_CNSOverLung>	"Hebp2"
<http://example.org/onto/individual/ENSMUSG00000033032_CNSOverLung>	"Afap1l1"
<http://example.org/onto/individual/ENSMUSG00000031779_CNSOverLung>	"Ccl22"
<http://example.org/onto/individual/ENSMUSG00000020077_CNSOverLung>	"Srgn"
<http://example.org/onto/individual/ENSMUSG00000078185_CNSOverLung>	"Chml"
<http://example.org/onto/individual/ENSMUSG00000021265_CNSOverLung>	"Slc25a29"
<http://example.org/onto/individual/ENSMUSG00000026271_CNSOverLung>	"Gpr35"
<http://example.org/onto/individual/ENSMUSG00000036067_CNSOverLung>	"Slc2a6"
<http://example.org/onto/individual/ENSMUSG00000026509_CNSOverLung>	"Capn2"
<http://example.org/onto/individual/ENSMUSG00000073412_CNSOverLung>	"Lst1"
<http://example.org/onto/individual/ENSMUSG00000022602_CNSOverLung>	"Arc"
<http://example.org/onto/individual/ENSMUSG00000001467_CNSOverLung>	"Cyp51"
<http://example.org/onto/individual/ENSMUSG00000034684_CNSOverLung>	"Sema3f"
<http://example.org/onto/individual/ENSMUSG00000038205_CNSOverLung>	"Prkab2"
<http://example.org/onto/individual/ENSMUSG00000002983_CNSOverLung>	"Relb"
<http://example.org/onto/individual/ENSMUSG00000046080_CNSOverLung>	"Clec9a"
<http://example.org/onto/individual/ENSMUSG00000022836_CNSOverLung>	"Mylk"
<http://example.org/onto/individual/ENSMUSG00000056895_CNSOverLung>	"Hist3h2ba"
<http://example.org/onto/individual/ENSMUSG00000069769_CNSOverLung>	"Msi2"
<http://example.org/onto/individual/ENSMUSG00000075033_CNSOverLung>	"Nxpe3"
<http://example.org/onto/individual/ENSMUSG00000021747_CNSOverLung>	"4930452B06Rik"
<http://example.org/onto/individual/ENSMUSG00000024589_CNSOverLung>	"Nedd4l"
<http://example.org/onto/individual/ENSMUSG00000028763_CNSOverLung>	"Hspg2"
<http://example.org/onto/individual/ENSMUSG00000025608_CNSOverLung>	"Podxl"
<http://example.org/onto/individual/ENSMUSG00000050640_CNSOverLung>	"Tmem150c"
<http://example.org/onto/individual/ENSMUSG00000021614_CNSOverLung>	"Vcan"
<http://example.org/onto/individual/ENSMUSG00000015937_CNSOverLung>	"H2afy"
<http://example.org/onto/individual/ENSMUSG00000028965_CNSOverLung>	"Tnfrsf9"
<http://example.org/onto/individual/ENSMUSG00000090698_CNSOverLung>	"Apold1"
<http://example.org/onto/individual/ENSMUSG00000031780_CNSOverLung>	"Ccl17"
<http://example.org/onto/individual/ENSMUSG00000024379_CNSOverLung>	"Tslp"
<http://example.org/onto/individual/ENSMUSG00000090588_CNSOverLung>	"Gm9573"
<http://example.org/onto/individual/ENSMUSG00000009376_CNSOverLung>	"Met"
<http://example.org/onto/individual/ENSMUSG00000021823_CNSOverLung>	"Vcl"
<http://example.org/onto/individual/ENSMUSG00000030283_CNSOverLung>	"St8sia1"
<http://example.org/onto/individual/ENSMUSG00000056153_CNSOverLung>	"Socs6"
<http://example.org/onto/individual/ENSMUSG00000043939_CNSOverLung>	"A530064D06Rik"
<http://example.org/onto/individual/ENSMUSG00000026018_CNSOverLung>	"Ica1l"
<http://example.org/onto/individual/ENSMUSG00000026748_CNSOverLung>	"Plxdc2"
<http://example.org/onto/individual/ENSMUSG00000021200_CNSOverLung>	"Asb2"
<http://example.org/onto/individual/ENSMUSG00000047678_CNSOverLung>	"Gpr82"
<http://example.org/onto/individual/ENSMUSG00000000318_CNSOverLung>	"Clec10a"
<http://example.org/onto/individual/ENSMUSG00000069662_CNSOverLung>	"Marcks"
<http://example.org/onto/individual/ENSMUSG00000001946_CNSOverLung>	"Esam"
<http://example.org/onto/individual/ENSMUSG00000062960_CNSOverLung>	"Kdr"
<http://example.org/onto/individual/ENSMUSG00000045322_CNSOverLung>	"Tlr9"
<http://example.org/onto/individual/ENSMUSG00000069607_CNSOverLung>	"Cd300lh"
<http://example.org/onto/individual/ENSMUSG00000052151_CNSOverLung>	"Ppap2c"
<http://example.org/onto/individual/ENSMUSG00000023224_CNSOverLung>	"Serping1"
<http://example.org/onto/individual/ENSMUSG00000021701_CNSOverLung>	"Plk2"
<http://example.org/onto/individual/ENSMUSG00000024053_CNSOverLung>	"Emilin2"
<http://example.org/onto/individual/ENSMUSG00000039899_CNSOverLung>	"Fgl2"
<http://example.org/onto/individual/ENSMUSG00000014301_CNSOverLung>	"Pam16"
<http://example.org/onto/individual/ENSMUSG00000037997_CNSOverLung>	"Parp11"
<http://example.org/onto/individual/ENSMUSG00000004788_CNSOverLung>	"Eif2b2"
<http://example.org/onto/individual/ENSMUSG00000059895_CNSOverLung>	"Ptp4a3"
<http://example.org/onto/individual/ENSMUSG00000022623_CNSOverLung>	"Shank3"
<http://example.org/onto/individual/ENSMUSG00000030340_CNSOverLung>	"Scnn1a"
<http://example.org/onto/individual/ENSMUSG00000003153_CNSOverLung>	"Slc2a3"
<http://example.org/onto/individual/ENSMUSG00000079547_CNSOverLung>	"H2-DMb1"
<http://example.org/onto/individual/ENSMUSG00000061132_CNSOverLung>	"Blnk"
<http://example.org/onto/individual/ENSMUSG00000020893_CNSOverLung>	"Per1"
<http://example.org/onto/individual/ENSMUSG00000044122_CNSOverLung>	"Proca1"
<http://example.org/onto/individual/ENSMUSG00000020349_CNSOverLung>	"Ppp2ca"
<http://example.org/onto/individual/ENSMUSG00000026526_CNSOverLung>	"Fh1"
<http://example.org/onto/individual/ENSMUSG00000045092_CNSOverLung>	"S1pr1"
<http://example.org/onto/individual/ENSMUSG00000047867_CNSOverLung>	"Gimap6"
<http://example.org/onto/individual/ENSMUSG00000022967_CNSOverLung>	"Ifnar1"
<http://example.org/onto/individual/ENSMUSG00000023959_CNSOverLung>	"Clic5"
<http://example.org/onto/individual/ENSMUSG00000034731_CNSOverLung>	"Dgkh"
<http://example.org/onto/individual/ENSMUSG00000024397_CNSOverLung>	"Aif1"
<http://example.org/onto/individual/ENSMUSG00000030103_CNSOverLung>	"Bhlhe40"
<http://example.org/onto/individual/ENSMUSG00000028217_CNSOverLung>	"Cdh17"
<http://example.org/onto/individual/ENSMUSG00000041439_CNSOverLung>	"Mfsd6"
<http://example.org/onto/individual/ENSMUSG00000052364_CNSOverLung>	"B630019K06Rik"
<http://example.org/onto/individual/ENSMUSG00000032087_CNSOverLung>	"Dscaml1"
<http://example.org/onto/individual/ENSMUSG00000059866_CNSOverLung>	"Tnip2"
<http://example.org/onto/individual/ENSMUSG00000026177_CNSOverLung>	"Slc11a1"
<http://example.org/onto/individual/ENSMUSG00000093661_CNSOverLung>	"Eif4e3"
<http://example.org/onto/individual/ENSMUSG00000074570_CNSOverLung>	"Cass4"
<http://example.org/onto/individual/ENSMUSG00000089762_CNSOverLung>	"Ier5l"
<http://example.org/onto/individual/ENSMUSG00000032602_CNSOverLung>	"Slc25a20"
<http://example.org/onto/individual/ENSMUSG00000031495_CNSOverLung>	"Cd209d"
<http://example.org/onto/individual/ENSMUSG00000034738_CNSOverLung>	"Nostrin"
<http://example.org/onto/individual/ENSMUSG00000030231_CNSOverLung>	"Plekha5"
<http://example.org/onto/individual/ENSMUSG00000056708_CNSOverLung>	"Ier5"
<http://example.org/onto/individual/ENSMUSG00000022098_CNSOverLung>	"Bmp1"
<http://example.org/onto/individual/ENSMUSG00000067149_CNSOverLung>	"Igj"
<http://example.org/onto/individual/ENSMUSG00000040197_CNSOverLung>	"Cd209e"
<http://example.org/onto/individual/ENSMUSG00000048022_CNSOverLung>	"Tmem229a"
<http://example.org/onto/individual/ENSMUSG00000032349_CNSOverLung>	"Elovl5"
<http://example.org/onto/individual/ENSMUSG00000036528_CNSOverLung>	"Ppfibp2"
<http://example.org/onto/individual/ENSMUSG00000030653_CNSOverLung>	"Pde2a"
