?genes_iri	?upRegulated
<http://example.org/onto/individual/ENSMUSG00000050989_CNSOverLiver>	"Sepn1"
<http://example.org/onto/individual/ENSMUSG00000040552_CNSOverLiver>	"C3ar1"
<http://example.org/onto/individual/ENSMUSG00000022912_CNSOverLiver>	"Pros1"
<http://example.org/onto/individual/ENSMUSG00000014353_CNSOverLiver>	"Tmem87b"
<http://example.org/onto/individual/ENSMUSG00000019960_CNSOverLiver>	"Dusp6"
<http://example.org/onto/individual/ENSMUSG00000025383_CNSOverLiver>	"Il23a"
<http://example.org/onto/individual/ENSMUSG00000037852_CNSOverLiver>	"Cpe"
<http://example.org/onto/individual/ENSMUSG00000005087_CNSOverLiver>	"Cd44"
<http://example.org/onto/individual/ENSMUSG00000029166_CNSOverLiver>	"Mapre3"
<http://example.org/onto/individual/ENSMUSG00000028641_CNSOverLiver>	"P3h1"
<http://example.org/onto/individual/ENSMUSG00000030748_CNSOverLiver>	"Il4ra"
<http://example.org/onto/individual/ENSMUSG00000031125_CNSOverLiver>	"3830403N18Rik"
<http://example.org/onto/individual/ENSMUSG00000030708_CNSOverLiver>	"Dnajb13"
<http://example.org/onto/individual/ENSMUSG00000029221_CNSOverLiver>	"Slc30a9"
<http://example.org/onto/individual/ENSMUSG00000050844_CNSOverLiver>	"1700020N01Rik"
<http://example.org/onto/individual/ENSMUSG00000021363_CNSOverLiver>	"Mak"
<http://example.org/onto/individual/ENSMUSG00000020256_CNSOverLiver>	"Aldh1l2"
<http://example.org/onto/individual/ENSMUSG00000003363_CNSOverLiver>	"Pld3"
<http://example.org/onto/individual/ENSMUSG00000078780_CNSOverLiver>	"Gm5150"
<http://example.org/onto/individual/ENSMUSG00000028238_CNSOverLiver>	"Atp6v0d2"
<http://example.org/onto/individual/ENSMUSG00000037020_CNSOverLiver>	"Wdr62"
<http://example.org/onto/individual/ENSMUSG00000022748_CNSOverLiver>	"Cmss1"
<http://example.org/onto/individual/ENSMUSG00000102428_CNSOverLiver>	"Pcdhga12"
<http://example.org/onto/individual/ENSMUSG00000026110_CNSOverLiver>	"Mgat4a"
<http://example.org/onto/individual/ENSMUSG00000027257_CNSOverLiver>	"Pacsin3"
<http://example.org/onto/individual/ENSMUSG00000048078_CNSOverLiver>	"Tenm4"
<http://example.org/onto/individual/ENSMUSG00000027253_CNSOverLiver>	"Lrp4"
<http://example.org/onto/individual/ENSMUSG00000026131_CNSOverLiver>	"Dst"
<http://example.org/onto/individual/ENSMUSG00000041992_CNSOverLiver>	"Rapgef5"
<http://example.org/onto/individual/ENSMUSG00000019055_CNSOverLiver>	"Plod1"
<http://example.org/onto/individual/ENSMUSG00000021365_CNSOverLiver>	"Nedd9"
<http://example.org/onto/individual/ENSMUSG00000035936_CNSOverLiver>	"Aldh5a1"
<http://example.org/onto/individual/ENSMUSG00000031504_CNSOverLiver>	"Rab20"
<http://example.org/onto/individual/ENSMUSG00000035385_CNSOverLiver>	"Ccl2"
<http://example.org/onto/individual/ENSMUSG00000056220_CNSOverLiver>	"Pla2g4a"
<http://example.org/onto/individual/ENSMUSG00000020836_CNSOverLiver>	"Coro6"
<http://example.org/onto/individual/ENSMUSG00000070873_CNSOverLiver>	"Lilra5"
<http://example.org/onto/individual/ENSMUSG00000015776_CNSOverLiver>	"Med22"
<http://example.org/onto/individual/ENSMUSG00000083282_CNSOverLiver>	"Ctsf"
<http://example.org/onto/individual/ENSMUSG00000021362_CNSOverLiver>	"Gcm2"
<http://example.org/onto/individual/ENSMUSG00000005360_CNSOverLiver>	"Slc1a3"
<http://example.org/onto/individual/ENSMUSG00000032656_CNSOverLiver>	"Mar-03"
<http://example.org/onto/individual/ENSMUSG00000021779_CNSOverLiver>	"Thrb"
<http://example.org/onto/individual/ENSMUSG00000039081_CNSOverLiver>	"Zfp503"
<http://example.org/onto/individual/ENSMUSG00000014361_CNSOverLiver>	"Mertk"
<http://example.org/onto/individual/ENSMUSG00000032014_CNSOverLiver>	"Oaf"
<http://example.org/onto/individual/ENSMUSG00000026189_CNSOverLiver>	"Pecr"
<http://example.org/onto/individual/ENSMUSG00000028207_CNSOverLiver>	"Asph"
<http://example.org/onto/individual/ENSMUSG00000029120_CNSOverLiver>	"Ppp2r2c"
<http://example.org/onto/individual/ENSMUSG00000056749_CNSOverLiver>	"Nfil3"
<http://example.org/onto/individual/ENSMUSG00000016194_CNSOverLiver>	"Hsd11b1"
<http://example.org/onto/individual/ENSMUSG00000034771_CNSOverLiver>	"Tle2"
<http://example.org/onto/individual/ENSMUSG00000042050_CNSOverLiver>	"Wdr60"
<http://example.org/onto/individual/ENSMUSG00000029370_CNSOverLiver>	"Rassf6"
<http://example.org/onto/individual/ENSMUSG00000001751_CNSOverLiver>	"Naglu"
<http://example.org/onto/individual/ENSMUSG00000039427_CNSOverLiver>	"Alg1"
<http://example.org/onto/individual/ENSMUSG00000020023_CNSOverLiver>	"Tmcc3"
<http://example.org/onto/individual/ENSMUSG00000029093_CNSOverLiver>	"Sorcs2"
<http://example.org/onto/individual/ENSMUSG00000058135_CNSOverLiver>	"Gstm1"
<http://example.org/onto/individual/ENSMUSG00000019822_CNSOverLiver>	"Smpd2"
<http://example.org/onto/individual/ENSMUSG00000027223_CNSOverLiver>	"Mapk8ip1"
<http://example.org/onto/individual/ENSMUSG00000012017_CNSOverLiver>	"Scarf2"
<http://example.org/onto/individual/ENSMUSG00000061578_CNSOverLiver>	"Ksr2"
<http://example.org/onto/individual/ENSMUSG00000040713_CNSOverLiver>	"Creg1"
<http://example.org/onto/individual/ENSMUSG00000034258_CNSOverLiver>	"Mfsd7c"
<http://example.org/onto/individual/ENSMUSG00000042328_CNSOverLiver>	"Hps4"
<http://example.org/onto/individual/ENSMUSG00000039137_CNSOverLiver>	"Whrn"
<http://example.org/onto/individual/ENSMUSG00000038459_CNSOverLiver>	"Abhd17c"
<http://example.org/onto/individual/ENSMUSG00000027276_CNSOverLiver>	"Jag1"
<http://example.org/onto/individual/ENSMUSG00000025511_CNSOverLiver>	"Tspan4"
<http://example.org/onto/individual/ENSMUSG00000029919_CNSOverLiver>	"Hpgds"
<http://example.org/onto/individual/ENSMUSG00000003849_CNSOverLiver>	"Nqo1"
<http://example.org/onto/individual/ENSMUSG00000031596_CNSOverLiver>	"Slc7a2"
<http://example.org/onto/individual/ENSMUSG00000059956_CNSOverLiver>	"Serpinb12"
<http://example.org/onto/individual/ENSMUSG00000026730_CNSOverLiver>	"Pter"
<http://example.org/onto/individual/ENSMUSG00000054612_CNSOverLiver>	"Mgmt"
<http://example.org/onto/individual/ENSMUSG00000028859_CNSOverLiver>	"Csf3r"
<http://example.org/onto/individual/ENSMUSG00000029234_CNSOverLiver>	"Tmem165"
<http://example.org/onto/individual/ENSMUSG00000035067_CNSOverLiver>	"Xkr6"
<http://example.org/onto/individual/ENSMUSG00000044968_CNSOverLiver>	"Napepld"
<http://example.org/onto/individual/ENSMUSG00000059495_CNSOverLiver>	"Arhgef12"
<http://example.org/onto/individual/ENSMUSG00000033763_CNSOverLiver>	"Mtss1l"
<http://example.org/onto/individual/ENSMUSG00000028128_CNSOverLiver>	"F3"
<http://example.org/onto/individual/ENSMUSG00000048445_CNSOverLiver>	"Ccdc57"
<http://example.org/onto/individual/ENSMUSG00000074896_CNSOverLiver>	"Ifit3"
<http://example.org/onto/individual/ENSMUSG00000023262_CNSOverLiver>	"Acy1"
<http://example.org/onto/individual/ENSMUSG00000028572_CNSOverLiver>	"Hook1"
<http://example.org/onto/individual/ENSMUSG00000021508_CNSOverLiver>	"Cxcl14"
<http://example.org/onto/individual/ENSMUSG00000055555_CNSOverLiver>	"4930502E18Rik"
<http://example.org/onto/individual/ENSMUSG00000049409_CNSOverLiver>	"Prokr1"
<http://example.org/onto/individual/ENSMUSG00000033720_CNSOverLiver>	"Sfxn5"
<http://example.org/onto/individual/ENSMUSG00000038024_CNSOverLiver>	"Dennd4c"
<http://example.org/onto/individual/ENSMUSG00000029304_CNSOverLiver>	"Spp1"
<http://example.org/onto/individual/ENSMUSG00000024909_CNSOverLiver>	"Efemp2"
<http://example.org/onto/individual/ENSMUSG00000038811_CNSOverLiver>	"Gngt2"
<http://example.org/onto/individual/ENSMUSG00000033174_CNSOverLiver>	"Mgll"
<http://example.org/onto/individual/ENSMUSG00000043068_CNSOverLiver>	"Fam89a"
<http://example.org/onto/individual/ENSMUSG00000048612_CNSOverLiver>	"Myof"
<http://example.org/onto/individual/ENSMUSG00000002500_CNSOverLiver>	"Rpl3l"
<http://example.org/onto/individual/ENSMUSG00000025340_CNSOverLiver>	"Rabgef1"
<http://example.org/onto/individual/ENSMUSG00000039787_CNSOverLiver>	"Cercam"
<http://example.org/onto/individual/ENSMUSG00000028420_CNSOverLiver>	"Tmem38b"
<http://example.org/onto/individual/ENSMUSG00000024810_CNSOverLiver>	"Il33"
<http://example.org/onto/individual/ENSMUSG00000010721_CNSOverLiver>	"Lmbr1"
<http://example.org/onto/individual/ENSMUSG00000051065_CNSOverLiver>	"Mb21d2"
<http://example.org/onto/individual/ENSMUSG00000042073_CNSOverLiver>	"Abhd14b"
<http://example.org/onto/individual/ENSMUSG00000034158_CNSOverLiver>	"Lrrc58"
<http://example.org/onto/individual/ENSMUSG00000040296_CNSOverLiver>	"Ddx58"
<http://example.org/onto/individual/ENSMUSG00000054008_CNSOverLiver>	"Ndst1"
<http://example.org/onto/individual/ENSMUSG00000033595_CNSOverLiver>	"Lgi3"
<http://example.org/onto/individual/ENSMUSG00000000876_CNSOverLiver>	"Pxmp4"
<http://example.org/onto/individual/ENSMUSG00000048834_CNSOverLiver>	"Vstm2a"
<http://example.org/onto/individual/ENSMUSG00000020570_CNSOverLiver>	"Sypl"
<http://example.org/onto/individual/ENSMUSG00000063458_CNSOverLiver>	"1700112E06Rik"
<http://example.org/onto/individual/ENSMUSG00000021108_CNSOverLiver>	"Prkch"
<http://example.org/onto/individual/ENSMUSG00000020593_CNSOverLiver>	"Lpin1"
<http://example.org/onto/individual/ENSMUSG00000055945_CNSOverLiver>	"Prr18"
<http://example.org/onto/individual/ENSMUSG00000038648_CNSOverLiver>	"Creb3l2"
<http://example.org/onto/individual/ENSMUSG00000028378_CNSOverLiver>	"Ptgr1"
<http://example.org/onto/individual/ENSMUSG00000035355_CNSOverLiver>	"Kcnh4"
<http://example.org/onto/individual/ENSMUSG00000060147_CNSOverLiver>	"Serpinb6a"
<http://example.org/onto/individual/ENSMUSG00000032491_CNSOverLiver>	"Nradd"
<http://example.org/onto/individual/ENSMUSG00000033917_CNSOverLiver>	"Gde1"
<http://example.org/onto/individual/ENSMUSG00000000567_CNSOverLiver>	"Sox9"
<http://example.org/onto/individual/ENSMUSG00000027848_CNSOverLiver>	"Olfml3"
<http://example.org/onto/individual/ENSMUSG00000021556_CNSOverLiver>	"Golm1"
<http://example.org/onto/individual/ENSMUSG00000031214_CNSOverLiver>	"Ophn1"
<http://example.org/onto/individual/ENSMUSG00000025037_CNSOverLiver>	"Maoa"
<http://example.org/onto/individual/ENSMUSG00000022295_CNSOverLiver>	"Atp6v1c1"
<http://example.org/onto/individual/ENSMUSG00000028214_CNSOverLiver>	"Gem"
<http://example.org/onto/individual/ENSMUSG00000021187_CNSOverLiver>	"Tc2n"
<http://example.org/onto/individual/ENSMUSG00000014077_CNSOverLiver>	"Chp1"
<http://example.org/onto/individual/ENSMUSG00000016756_CNSOverLiver>	"Cmah"
<http://example.org/onto/individual/ENSMUSG00000044701_CNSOverLiver>	"Il27"
<http://example.org/onto/individual/ENSMUSG00000021765_CNSOverLiver>	"Fst"
<http://example.org/onto/individual/ENSMUSG00000049608_CNSOverLiver>	"Gpr55"
<http://example.org/onto/individual/ENSMUSG00000022304_CNSOverLiver>	"Dpys"
<http://example.org/onto/individual/ENSMUSG00000010095_CNSOverLiver>	"Slc3a2"
<http://example.org/onto/individual/ENSMUSG00000034445_CNSOverLiver>	"Cyb561a3"
<http://example.org/onto/individual/ENSMUSG00000000365_CNSOverLiver>	"Rnf17"
<http://example.org/onto/individual/ENSMUSG00000025017_CNSOverLiver>	"Pik3ap1"
<http://example.org/onto/individual/ENSMUSG00000022822_CNSOverLiver>	"Abcc5"
<http://example.org/onto/individual/ENSMUSG00000034957_CNSOverLiver>	"Cebpa"
<http://example.org/onto/individual/ENSMUSG00000032501_CNSOverLiver>	"Trib1"
<http://example.org/onto/individual/ENSMUSG00000035934_CNSOverLiver>	"Pknox2"
<http://example.org/onto/individual/ENSMUSG00000026358_CNSOverLiver>	"Rgs1"
<http://example.org/onto/individual/ENSMUSG00000039428_CNSOverLiver>	"Tmem135"
<http://example.org/onto/individual/ENSMUSG00000022788_CNSOverLiver>	"Fgd4"
<http://example.org/onto/individual/ENSMUSG00000074269_CNSOverLiver>	"Rec114"
<http://example.org/onto/individual/ENSMUSG00000022656_CNSOverLiver>	"Pvrl3"
<http://example.org/onto/individual/ENSMUSG00000037509_CNSOverLiver>	"Arhgef4"
<http://example.org/onto/individual/ENSMUSG00000064023_CNSOverLiver>	"Klk8"
<http://example.org/onto/individual/ENSMUSG00000055102_CNSOverLiver>	"Zfp819"
<http://example.org/onto/individual/ENSMUSG00000032589_CNSOverLiver>	"Bsn"
<http://example.org/onto/individual/ENSMUSG00000000253_CNSOverLiver>	"Gmpr"
<http://example.org/onto/individual/ENSMUSG00000030741_CNSOverLiver>	"Spns1"
<http://example.org/onto/individual/ENSMUSG00000074622_CNSOverLiver>	"Mafb"
<http://example.org/onto/individual/ENSMUSG00000030731_CNSOverLiver>	"Syt3"
<http://example.org/onto/individual/ENSMUSG00000030701_CNSOverLiver>	"Plekhb1"
<http://example.org/onto/individual/ENSMUSG00000041707_CNSOverLiver>	"1810011H11Rik"
<http://example.org/onto/individual/ENSMUSG00000035228_CNSOverLiver>	"Ccdc106"
<http://example.org/onto/individual/ENSMUSG00000020988_CNSOverLiver>	"L2hgdh"
<http://example.org/onto/individual/ENSMUSG00000028184_CNSOverLiver>	"Adgrl2"
<http://example.org/onto/individual/ENSMUSG00000016534_CNSOverLiver>	"Lamp2"
<http://example.org/onto/individual/ENSMUSG00000022219_CNSOverLiver>	"Cideb"
<http://example.org/onto/individual/ENSMUSG00000043085_CNSOverLiver>	"Tmem82"
<http://example.org/onto/individual/ENSMUSG00000086564_CNSOverLiver>	"Cd101"
<http://example.org/onto/individual/ENSMUSG00000044734_CNSOverLiver>	"Serpinb1a"
<http://example.org/onto/individual/ENSMUSG00000038151_CNSOverLiver>	"Prdm1"
<http://example.org/onto/individual/ENSMUSG00000038028_CNSOverLiver>	"9630033F20Rik"
<http://example.org/onto/individual/ENSMUSG00000002732_CNSOverLiver>	"Fkbp7"
<http://example.org/onto/individual/ENSMUSG00000036622_CNSOverLiver>	"Atp13a2"
<http://example.org/onto/individual/ENSMUSG00000032540_CNSOverLiver>	"Abhd5"
<http://example.org/onto/individual/ENSMUSG00000073555_CNSOverLiver>	"Gm4951"
<http://example.org/onto/individual/ENSMUSG00000039304_CNSOverLiver>	"Tnfsf10"
<http://example.org/onto/individual/ENSMUSG00000033880_CNSOverLiver>	"Lgals3bp"
<http://example.org/onto/individual/ENSMUSG00000015850_CNSOverLiver>	"Adamtsl4"
<http://example.org/onto/individual/ENSMUSG00000023019_CNSOverLiver>	"Gpd1"
<http://example.org/onto/individual/ENSMUSG00000018476_CNSOverLiver>	"Kdm6b"
<http://example.org/onto/individual/ENSMUSG00000028771_CNSOverLiver>	"Ptpn12"
<http://example.org/onto/individual/ENSMUSG00000050240_CNSOverLiver>	"Hic2"
<http://example.org/onto/individual/ENSMUSG00000024462_CNSOverLiver>	"Gabbr1"
<http://example.org/onto/individual/ENSMUSG00000013076_CNSOverLiver>	"Amotl1"
<http://example.org/onto/individual/ENSMUSG00000037280_CNSOverLiver>	"Galnt6"
<http://example.org/onto/individual/ENSMUSG00000024544_CNSOverLiver>	"Ldlrad4"
<http://example.org/onto/individual/ENSMUSG00000079445_CNSOverLiver>	"B3gnt7"
<http://example.org/onto/individual/ENSMUSG00000022756_CNSOverLiver>	"Slc7a4"
<http://example.org/onto/individual/ENSMUSG00000073197_CNSOverLiver>	"5730507C01Rik"
<http://example.org/onto/individual/ENSMUSG00000003518_CNSOverLiver>	"Dusp3"
<http://example.org/onto/individual/ENSMUSG00000054793_CNSOverLiver>	"Cadm4"
<http://example.org/onto/individual/ENSMUSG00000024732_CNSOverLiver>	"Ccdc86"
<http://example.org/onto/individual/ENSMUSG00000034714_CNSOverLiver>	"Ttyh2"
<http://example.org/onto/individual/ENSMUSG00000024401_CNSOverLiver>	"Tnf"
<http://example.org/onto/individual/ENSMUSG00000066026_CNSOverLiver>	"Dhrs3"
<http://example.org/onto/individual/ENSMUSG00000055254_CNSOverLiver>	"Ntrk2"
<http://example.org/onto/individual/ENSMUSG00000039601_CNSOverLiver>	"Rcan2"
<http://example.org/onto/individual/ENSMUSG00000025465_CNSOverLiver>	"Echs1"
<http://example.org/onto/individual/ENSMUSG00000029426_CNSOverLiver>	"Scarb2"
<http://example.org/onto/individual/ENSMUSG00000031078_CNSOverLiver>	"Cttn"
<http://example.org/onto/individual/ENSMUSG00000024410_CNSOverLiver>	"3110002H16Rik"
<http://example.org/onto/individual/ENSMUSG00000073418_CNSOverLiver>	"C4b"
<http://example.org/onto/individual/ENSMUSG00000020766_CNSOverLiver>	"Galk1"
<http://example.org/onto/individual/ENSMUSG00000001131_CNSOverLiver>	"Timp1"
<http://example.org/onto/individual/ENSMUSG00000071604_CNSOverLiver>	"Fam189a2"
<http://example.org/onto/individual/ENSMUSG00000032902_CNSOverLiver>	"Slc16a1"
<http://example.org/onto/individual/ENSMUSG00000041895_CNSOverLiver>	"Wipi1"
<http://example.org/onto/individual/ENSMUSG00000072812_CNSOverLiver>	"Ahnak2"
<http://example.org/onto/individual/ENSMUSG00000025702_CNSOverLiver>	"Mar-08"
<http://example.org/onto/individual/ENSMUSG00000091264_CNSOverLiver>	"Smim13"
<http://example.org/onto/individual/ENSMUSG00000037902_CNSOverLiver>	"Sirpa"
<http://example.org/onto/individual/ENSMUSG00000028413_CNSOverLiver>	"B4galt1"
<http://example.org/onto/individual/ENSMUSG00000030465_CNSOverLiver>	"Psd3"
<http://example.org/onto/individual/ENSMUSG00000024907_CNSOverLiver>	"Gal"
<http://example.org/onto/individual/ENSMUSG00000039652_CNSOverLiver>	"Cpeb3"
<http://example.org/onto/individual/ENSMUSG00000021639_CNSOverLiver>	"Gtf2h2"
<http://example.org/onto/individual/ENSMUSG00000035352_CNSOverLiver>	"Ccl12"
<http://example.org/onto/individual/ENSMUSG00000024413_CNSOverLiver>	"Npc1"
<http://example.org/onto/individual/ENSMUSG00000041801_CNSOverLiver>	"Phlda3"
<http://example.org/onto/individual/ENSMUSG00000005054_CNSOverLiver>	"Cstb"
<http://example.org/onto/individual/ENSMUSG00000039813_CNSOverLiver>	"Tbc1d2"
<http://example.org/onto/individual/ENSMUSG00000037613_CNSOverLiver>	"Tnfrsf23"
<http://example.org/onto/individual/ENSMUSG00000019806_CNSOverLiver>	"Aig1"
<http://example.org/onto/individual/ENSMUSG00000042190_CNSOverLiver>	"Cmklr1"
<http://example.org/onto/individual/ENSMUSG00000039195_CNSOverLiver>	"1110008P14Rik"
<http://example.org/onto/individual/ENSMUSG00000073492_CNSOverLiver>	"Gm10521"
<http://example.org/onto/individual/ENSMUSG00000056073_CNSOverLiver>	"Grik2"
<http://example.org/onto/individual/ENSMUSG00000028494_CNSOverLiver>	"Plin2"
<http://example.org/onto/individual/ENSMUSG00000090176_CNSOverLiver>	"Cd200r2"
<http://example.org/onto/individual/ENSMUSG00000070002_CNSOverLiver>	"Ell"
<http://example.org/onto/individual/ENSMUSG00000037921_CNSOverLiver>	"Ddx60"
<http://example.org/onto/individual/ENSMUSG00000021773_CNSOverLiver>	"Comtd1"
<http://example.org/onto/individual/ENSMUSG00000055493_CNSOverLiver>	"Epm2a"
<http://example.org/onto/individual/ENSMUSG00000040734_CNSOverLiver>	"Ppp1r13l"
<http://example.org/onto/individual/ENSMUSG00000022514_CNSOverLiver>	"Il1rap"
<http://example.org/onto/individual/ENSMUSG00000000127_CNSOverLiver>	"Fer"
<http://example.org/onto/individual/ENSMUSG00000026981_CNSOverLiver>	"Il1rn"
<http://example.org/onto/individual/ENSMUSG00000029082_CNSOverLiver>	"Bst1"
<http://example.org/onto/individual/ENSMUSG00000056204_CNSOverLiver>	"Pgpep1"
<http://example.org/onto/individual/ENSMUSG00000064373_CNSOverLiver>	"Sepp1"
<http://example.org/onto/individual/ENSMUSG00000036086_CNSOverLiver>	"Zranb3"
<http://example.org/onto/individual/ENSMUSG00000072949_CNSOverLiver>	"Acot1"
<http://example.org/onto/individual/ENSMUSG00000003585_CNSOverLiver>	"Sec14l2"
<http://example.org/onto/individual/ENSMUSG00000058427_CNSOverLiver>	"Cxcl2"
<http://example.org/onto/individual/ENSMUSG00000071847_CNSOverLiver>	"Apcdd1"
<http://example.org/onto/individual/ENSMUSG00000026821_CNSOverLiver>	"Ralgds"
<http://example.org/onto/individual/ENSMUSG00000031521_CNSOverLiver>	"Aga"
<http://example.org/onto/individual/ENSMUSG00000035878_CNSOverLiver>	"Hykk"
<http://example.org/onto/individual/ENSMUSG00000037112_CNSOverLiver>	"Sik2"
<http://example.org/onto/individual/ENSMUSG00000041734_CNSOverLiver>	"Kirrel"
<http://example.org/onto/individual/ENSMUSG00000022957_CNSOverLiver>	"Itsn1"
<http://example.org/onto/individual/ENSMUSG00000025151_CNSOverLiver>	"Maged1"
<http://example.org/onto/individual/ENSMUSG00000041380_CNSOverLiver>	"Htr2c"
<http://example.org/onto/individual/ENSMUSG00000050390_CNSOverLiver>	"C77080"
<http://example.org/onto/individual/ENSMUSG00000026447_CNSOverLiver>	"Pik3c2b"
<http://example.org/onto/individual/ENSMUSG00000025648_CNSOverLiver>	"Pfkfb4"
<http://example.org/onto/individual/ENSMUSG00000028527_CNSOverLiver>	"Ak4"
<http://example.org/onto/individual/ENSMUSG00000036800_CNSOverLiver>	"Fam135b"
<http://example.org/onto/individual/ENSMUSG00000036617_CNSOverLiver>	"Etl4"
<http://example.org/onto/individual/ENSMUSG00000031665_CNSOverLiver>	"Sall1"
<http://example.org/onto/individual/ENSMUSG00000046805_CNSOverLiver>	"Mpeg1"
<http://example.org/onto/individual/ENSMUSG00000037720_CNSOverLiver>	"Tmem33"
<http://example.org/onto/individual/ENSMUSG00000035373_CNSOverLiver>	"Ccl7"
<http://example.org/onto/individual/ENSMUSG00000038418_CNSOverLiver>	"Egr1"
<http://example.org/onto/individual/ENSMUSG00000028967_CNSOverLiver>	"Errfi1"
<http://example.org/onto/individual/ENSMUSG00000044080_CNSOverLiver>	"S100a1"
<http://example.org/onto/individual/ENSMUSG00000022818_CNSOverLiver>	"Cyp2ab1"
<http://example.org/onto/individual/ENSMUSG00000042271_CNSOverLiver>	"Nxt2"
<http://example.org/onto/individual/ENSMUSG00000029591_CNSOverLiver>	"Ung"
<http://example.org/onto/individual/ENSMUSG00000036103_CNSOverLiver>	"Colec12"
<http://example.org/onto/individual/ENSMUSG00000021796_CNSOverLiver>	"Bmpr1a"
<http://example.org/onto/individual/ENSMUSG00000035121_CNSOverLiver>	"Neil2"
<http://example.org/onto/individual/ENSMUSG00000070923_CNSOverLiver>	"Klhl9"
<http://example.org/onto/individual/ENSMUSG00000057440_CNSOverLiver>	"Mpp7"
<http://example.org/onto/individual/ENSMUSG00000027322_CNSOverLiver>	"Siglec1"
<http://example.org/onto/individual/ENSMUSG00000067653_CNSOverLiver>	"Ankrd23"
<http://example.org/onto/individual/ENSMUSG00000040998_CNSOverLiver>	"Npnt"
<http://example.org/onto/individual/ENSMUSG00000059463_CNSOverLiver>	"Spag11b"
<http://example.org/onto/individual/ENSMUSG00000031563_CNSOverLiver>	"Wwc2"
<http://example.org/onto/individual/ENSMUSG00000040263_CNSOverLiver>	"Klhdc4"
<http://example.org/onto/individual/ENSMUSG00000031342_CNSOverLiver>	"Gpm6b"
<http://example.org/onto/individual/ENSMUSG00000029119_CNSOverLiver>	"Man2b2"
<http://example.org/onto/individual/ENSMUSG00000030695_CNSOverLiver>	"Aldoa"
<http://example.org/onto/individual/ENSMUSG00000036764_CNSOverLiver>	"Dnajc12"
<http://example.org/onto/individual/ENSMUSG00000001627_CNSOverLiver>	"Ifrd1"
<http://example.org/onto/individual/ENSMUSG00000037493_CNSOverLiver>	"Cib2"
<http://example.org/onto/individual/ENSMUSG00000057137_CNSOverLiver>	"Tmem140"
<http://example.org/onto/individual/ENSMUSG00000063600_CNSOverLiver>	"Egfem1"
<http://example.org/onto/individual/ENSMUSG00000023960_CNSOverLiver>	"Enpp5"
<http://example.org/onto/individual/ENSMUSG00000021140_CNSOverLiver>	"Pcnx"
<http://example.org/onto/individual/ENSMUSG00000024672_CNSOverLiver>	"Ms4a7"
<http://example.org/onto/individual/ENSMUSG00000017002_CNSOverLiver>	"Slpi"
<http://example.org/onto/individual/ENSMUSG00000031387_CNSOverLiver>	"Renbp"
<http://example.org/onto/individual/ENSMUSG00000043687_CNSOverLiver>	"1190005I06Rik"
<http://example.org/onto/individual/ENSMUSG00000057880_CNSOverLiver>	"Abat"
<http://example.org/onto/individual/ENSMUSG00000036026_CNSOverLiver>	"Tmem63b"
<http://example.org/onto/individual/ENSMUSG00000040557_CNSOverLiver>	"Wbscr27"
<http://example.org/onto/individual/ENSMUSG00000040147_CNSOverLiver>	"Maob"
<http://example.org/onto/individual/ENSMUSG00000029545_CNSOverLiver>	"Acads"
<http://example.org/onto/individual/ENSMUSG00000034459_CNSOverLiver>	"Ifit1"
<http://example.org/onto/individual/ENSMUSG00000034708_CNSOverLiver>	"Grn"
<http://example.org/onto/individual/ENSMUSG00000049999_CNSOverLiver>	"Ppp1r3d"
<http://example.org/onto/individual/ENSMUSG00000021375_CNSOverLiver>	"Kif13a"
<http://example.org/onto/individual/ENSMUSG00000035711_CNSOverLiver>	"Dok3"
<http://example.org/onto/individual/ENSMUSG00000021939_CNSOverLiver>	"Ctsb"
<http://example.org/onto/individual/ENSMUSG00000052459_CNSOverLiver>	"Atp6v1a"
<http://example.org/onto/individual/ENSMUSG00000032890_CNSOverLiver>	"Rims3"
<http://example.org/onto/individual/ENSMUSG00000020604_CNSOverLiver>	"Arsg"
<http://example.org/onto/individual/ENSMUSG00000002108_CNSOverLiver>	"Nr1h3"
<http://example.org/onto/individual/ENSMUSG00000055296_CNSOverLiver>	"Tmem245"
<http://example.org/onto/individual/ENSMUSG00000039886_CNSOverLiver>	"Tmem120a"
<http://example.org/onto/individual/ENSMUSG00000064120_CNSOverLiver>	"Mocs1"
<http://example.org/onto/individual/ENSMUSG00000028917_CNSOverLiver>	"Plekhm2"
<http://example.org/onto/individual/ENSMUSG00000023984_CNSOverLiver>	"Gm20517"
<http://example.org/onto/individual/ENSMUSG00000031385_CNSOverLiver>	"Plxnb3"
<http://example.org/onto/individual/ENSMUSG00000036820_CNSOverLiver>	"Amdhd2"
<http://example.org/onto/individual/ENSMUSG00000029468_CNSOverLiver>	"P2rx7"
<http://example.org/onto/individual/ENSMUSG00000037868_CNSOverLiver>	"Egr2"
<http://example.org/onto/individual/ENSMUSG00000048142_CNSOverLiver>	"Nat8l"
<http://example.org/onto/individual/ENSMUSG00000038074_CNSOverLiver>	"Fkbp14"
<http://example.org/onto/individual/ENSMUSG00000053475_CNSOverLiver>	"Tnfaip6"
<http://example.org/onto/individual/ENSMUSG00000038034_CNSOverLiver>	"Igsf8"
<http://example.org/onto/individual/ENSMUSG00000007613_CNSOverLiver>	"Tgfbr1"
<http://example.org/onto/individual/ENSMUSG00000028691_CNSOverLiver>	"Prdx1"
<http://example.org/onto/individual/ENSMUSG00000021215_CNSOverLiver>	"Net1"
