?genes_iri	?upRegulated
<http://example.org/onto/individual/ENSMUSG00000023262_CNSOverKidney>	"Acy1"
<http://example.org/onto/individual/ENSMUSG00000037706_CNSOverKidney>	"Cd81"
<http://example.org/onto/individual/ENSMUSG00000090863_CNSOverKidney>	"A530084C06Rik"
<http://example.org/onto/individual/ENSMUSG00000031700_CNSOverKidney>	"Gpt2"
<http://example.org/onto/individual/ENSMUSG00000027465_CNSOverKidney>	"Tbc1d20"
<http://example.org/onto/individual/ENSMUSG00000015340_CNSOverKidney>	"Cybb"
<http://example.org/onto/individual/ENSMUSG00000020892_CNSOverKidney>	"Aloxe3"
<http://example.org/onto/individual/ENSMUSG00000042349_CNSOverKidney>	"Ikbke"
<http://example.org/onto/individual/ENSMUSG00000029344_CNSOverKidney>	"Tpst2"
<http://example.org/onto/individual/ENSMUSG00000074213_CNSOverKidney>	"Gm10642"
<http://example.org/onto/individual/ENSMUSG00000014077_CNSOverKidney>	"Chp1"
<http://example.org/onto/individual/ENSMUSG00000075705_CNSOverKidney>	"Msrb1"
<http://example.org/onto/individual/ENSMUSG00000078452_CNSOverKidney>	"Raet1d"
<http://example.org/onto/individual/ENSMUSG00000055447_CNSOverKidney>	"Cd47"
<http://example.org/onto/individual/ENSMUSG00000022371_CNSOverKidney>	"Col14a1"
<http://example.org/onto/individual/ENSMUSG00000022895_CNSOverKidney>	"Ets2"
<http://example.org/onto/individual/ENSMUSG00000064373_CNSOverKidney>	"Sepp1"
<http://example.org/onto/individual/ENSMUSG00000055493_CNSOverKidney>	"Epm2a"
<http://example.org/onto/individual/ENSMUSG00000001999_CNSOverKidney>	"Blvra"
<http://example.org/onto/individual/ENSMUSG00000024737_CNSOverKidney>	"Slc15a3"
<http://example.org/onto/individual/ENSMUSG00000049624_CNSOverKidney>	"Slc17a5"
<http://example.org/onto/individual/ENSMUSG00000028229_CNSOverKidney>	"Rmdn1"
<http://example.org/onto/individual/ENSMUSG00000055313_CNSOverKidney>	"Pgbd1"
<http://example.org/onto/individual/ENSMUSG00000058755_CNSOverKidney>	"Osm"
<http://example.org/onto/individual/ENSMUSG00000038843_CNSOverKidney>	"Gcnt1"
<http://example.org/onto/individual/ENSMUSG00000022856_CNSOverKidney>	"Tmem41a"
<http://example.org/onto/individual/ENSMUSG00000026107_CNSOverKidney>	"Nabp1"
<http://example.org/onto/individual/ENSMUSG00000042035_CNSOverKidney>	"Igsf3"
<http://example.org/onto/individual/ENSMUSG00000079834_CNSOverKidney>	"Tmlhe"
<http://example.org/onto/individual/ENSMUSG00000036777_CNSOverKidney>	"Anln"
<http://example.org/onto/individual/ENSMUSG00000037573_CNSOverKidney>	"Tob1"
<http://example.org/onto/individual/ENSMUSG00000031647_CNSOverKidney>	"Mfap3l"
<http://example.org/onto/individual/ENSMUSG00000031710_CNSOverKidney>	"Ucp1"
<http://example.org/onto/individual/ENSMUSG00000038663_CNSOverKidney>	"Fsd2"
<http://example.org/onto/individual/ENSMUSG00000023961_CNSOverKidney>	"Enpp4"
<http://example.org/onto/individual/ENSMUSG00000048826_CNSOverKidney>	"Dact2"
<http://example.org/onto/individual/ENSMUSG00000043085_CNSOverKidney>	"Tmem82"
<http://example.org/onto/individual/ENSMUSG00000046027_CNSOverKidney>	"Stard5"
<http://example.org/onto/individual/ENSMUSG00000054728_CNSOverKidney>	"Phactr1"
<http://example.org/onto/individual/ENSMUSG00000072596_CNSOverKidney>	"Ear2"
<http://example.org/onto/individual/ENSMUSG00000036620_CNSOverKidney>	"Mgat4b"
<http://example.org/onto/individual/ENSMUSG00000050103_CNSOverKidney>	"Agmo"
<http://example.org/onto/individual/ENSMUSG00000026980_CNSOverKidney>	"Ly75"
<http://example.org/onto/individual/ENSMUSG00000000275_CNSOverKidney>	"Trim25"
<http://example.org/onto/individual/ENSMUSG00000062310_CNSOverKidney>	"Glrp1"
<http://example.org/onto/individual/ENSMUSG00000020572_CNSOverKidney>	"Nampt"
<http://example.org/onto/individual/ENSMUSG00000038648_CNSOverKidney>	"Creb3l2"
<http://example.org/onto/individual/ENSMUSG00000018381_CNSOverKidney>	"Abi3"
<http://example.org/onto/individual/ENSMUSG00000032491_CNSOverKidney>	"Nradd"
<http://example.org/onto/individual/ENSMUSG00000030206_CNSOverKidney>	"Gsg1"
<http://example.org/onto/individual/ENSMUSG00000029401_CNSOverKidney>	"Rilpl2"
<http://example.org/onto/individual/ENSMUSG00000019960_CNSOverKidney>	"Dusp6"
<http://example.org/onto/individual/ENSMUSG00000039372_CNSOverKidney>	"Mar-04"
<http://example.org/onto/individual/ENSMUSG00000020654_CNSOverKidney>	"Adcy3"
<http://example.org/onto/individual/ENSMUSG00000027318_CNSOverKidney>	"Adam33"
<http://example.org/onto/individual/ENSMUSG00000044701_CNSOverKidney>	"Il27"
<http://example.org/onto/individual/ENSMUSG00000037251_CNSOverKidney>	"Pomk"
<http://example.org/onto/individual/ENSMUSG00000050565_CNSOverKidney>	"Tor1aip2"
<http://example.org/onto/individual/ENSMUSG00000035168_CNSOverKidney>	"Tanc1"
<http://example.org/onto/individual/ENSMUSG00000006567_CNSOverKidney>	"Atp7b"
<http://example.org/onto/individual/ENSMUSG00000040296_CNSOverKidney>	"Ddx58"
<http://example.org/onto/individual/ENSMUSG00000021770_CNSOverKidney>	"Samd8"
<http://example.org/onto/individual/ENSMUSG00000037295_CNSOverKidney>	"Ldlrap1"
<http://example.org/onto/individual/ENSMUSG00000057315_CNSOverKidney>	"Arhgap24"
<http://example.org/onto/individual/ENSMUSG00000035934_CNSOverKidney>	"Pknox2"
<http://example.org/onto/individual/ENSMUSG00000025920_CNSOverKidney>	"Stau2"
<http://example.org/onto/individual/ENSMUSG00000069094_CNSOverKidney>	"Pde7a"
<http://example.org/onto/individual/ENSMUSG00000029090_CNSOverKidney>	"Adgra3"
<http://example.org/onto/individual/ENSMUSG00000040560_CNSOverKidney>	"Wdr7"
<http://example.org/onto/individual/ENSMUSG00000045980_CNSOverKidney>	"Tmem104"
<http://example.org/onto/individual/ENSMUSG00000062515_CNSOverKidney>	"Fabp4"
<http://example.org/onto/individual/ENSMUSG00000035828_CNSOverKidney>	"Pim3"
<http://example.org/onto/individual/ENSMUSG00000034271_CNSOverKidney>	"Jdp2"
<http://example.org/onto/individual/ENSMUSG00000034714_CNSOverKidney>	"Ttyh2"
<http://example.org/onto/individual/ENSMUSG00000017002_CNSOverKidney>	"Slpi"
<http://example.org/onto/individual/ENSMUSG00000042210_CNSOverKidney>	"Abhd14a"
<http://example.org/onto/individual/ENSMUSG00000027438_CNSOverKidney>	"Napb"
<http://example.org/onto/individual/ENSMUSG00000056749_CNSOverKidney>	"Nfil3"
<http://example.org/onto/individual/ENSMUSG00000029379_CNSOverKidney>	"Cxcl3"
<http://example.org/onto/individual/ENSMUSG00000033577_CNSOverKidney>	"Myo6"
<http://example.org/onto/individual/ENSMUSG00000036949_CNSOverKidney>	"Slc39a12"
<http://example.org/onto/individual/ENSMUSG00000049130_CNSOverKidney>	"C5ar1"
<http://example.org/onto/individual/ENSMUSG00000020101_CNSOverKidney>	"4632428N05Rik"
<http://example.org/onto/individual/ENSMUSG00000048612_CNSOverKidney>	"Myof"
<http://example.org/onto/individual/ENSMUSG00000057193_CNSOverKidney>	"Slc44a2"
<http://example.org/onto/individual/ENSMUSG00000030162_CNSOverKidney>	"Olr1"
<http://example.org/onto/individual/ENSMUSG00000019966_CNSOverKidney>	"Kitl"
<http://example.org/onto/individual/ENSMUSG00000078780_CNSOverKidney>	"Gm5150"
<http://example.org/onto/individual/ENSMUSG00000028982_CNSOverKidney>	"Slc25a33"
<http://example.org/onto/individual/ENSMUSG00000026471_CNSOverKidney>	"Mr1"
<http://example.org/onto/individual/ENSMUSG00000033545_CNSOverKidney>	"Znrf1"
<http://example.org/onto/individual/ENSMUSG00000022747_CNSOverKidney>	"St3gal6"
<http://example.org/onto/individual/ENSMUSG00000020085_CNSOverKidney>	"Aifm2"
<http://example.org/onto/individual/ENSMUSG00000029426_CNSOverKidney>	"Scarb2"
<http://example.org/onto/individual/ENSMUSG00000019796_CNSOverKidney>	"Lrp11"
<http://example.org/onto/individual/ENSMUSG00000030469_CNSOverKidney>	"Zfp719"
<http://example.org/onto/individual/ENSMUSG00000029759_CNSOverKidney>	"Pon3"
<http://example.org/onto/individual/ENSMUSG00000024985_CNSOverKidney>	"Tcf7l2"
<http://example.org/onto/individual/ENSMUSG00000055116_CNSOverKidney>	"Arntl"
<http://example.org/onto/individual/ENSMUSG00000020023_CNSOverKidney>	"Tmcc3"
<http://example.org/onto/individual/ENSMUSG00000026478_CNSOverKidney>	"Lamc1"
<http://example.org/onto/individual/ENSMUSG00000056656_CNSOverKidney>	"Apol8"
<http://example.org/onto/individual/ENSMUSG00000032010_CNSOverKidney>	"Usp2"
<http://example.org/onto/individual/ENSMUSG00000040564_CNSOverKidney>	"Apoc1"
<http://example.org/onto/individual/ENSMUSG00000009292_CNSOverKidney>	"Trpm2"
<http://example.org/onto/individual/ENSMUSG00000035711_CNSOverKidney>	"Dok3"
<http://example.org/onto/individual/ENSMUSG00000054422_CNSOverKidney>	"Fabp1"
<http://example.org/onto/individual/ENSMUSG00000019818_CNSOverKidney>	"Cd164"
<http://example.org/onto/individual/ENSMUSG00000050737_CNSOverKidney>	"Ptges"
<http://example.org/onto/individual/ENSMUSG00000018593_CNSOverKidney>	"Sparc"
<http://example.org/onto/individual/ENSMUSG00000064105_CNSOverKidney>	"Cnnm2"
<http://example.org/onto/individual/ENSMUSG00000059463_CNSOverKidney>	"Spag11b"
<http://example.org/onto/individual/ENSMUSG00000040722_CNSOverKidney>	"Scamp5"
<http://example.org/onto/individual/ENSMUSG00000027540_CNSOverKidney>	"Ptpn1"
<http://example.org/onto/individual/ENSMUSG00000003545_CNSOverKidney>	"Fosb"
<http://example.org/onto/individual/ENSMUSG00000031903_CNSOverKidney>	"Pla2g15"
<http://example.org/onto/individual/ENSMUSG00000040147_CNSOverKidney>	"Maob"
<http://example.org/onto/individual/ENSMUSG00000042073_CNSOverKidney>	"Abhd14b"
<http://example.org/onto/individual/ENSMUSG00000013974_CNSOverKidney>	"Mcemp1"
<http://example.org/onto/individual/ENSMUSG00000033880_CNSOverKidney>	"Lgals3bp"
<http://example.org/onto/individual/ENSMUSG00000040809_CNSOverKidney>	"Chil3"
<http://example.org/onto/individual/ENSMUSG00000007891_CNSOverKidney>	"Ctsd"
<http://example.org/onto/individual/ENSMUSG00000054381_CNSOverKidney>	"Zfp747"
<http://example.org/onto/individual/ENSMUSG00000033739_CNSOverKidney>	"Fkbpl"
<http://example.org/onto/individual/ENSMUSG00000047798_CNSOverKidney>	"Cd300lf"
<http://example.org/onto/individual/ENSMUSG00000024413_CNSOverKidney>	"Npc1"
<http://example.org/onto/individual/ENSMUSG00000022912_CNSOverKidney>	"Pros1"
<http://example.org/onto/individual/ENSMUSG00000036743_CNSOverKidney>	"Psma8"
<http://example.org/onto/individual/ENSMUSG00000003355_CNSOverKidney>	"Fkbp11"
<http://example.org/onto/individual/ENSMUSG00000037224_CNSOverKidney>	"Zfyve28"
<http://example.org/onto/individual/ENSMUSG00000020250_CNSOverKidney>	"Txnrd1"
<http://example.org/onto/individual/ENSMUSG00000018217_CNSOverKidney>	"Pmp22"
<http://example.org/onto/individual/ENSMUSG00000091017_CNSOverKidney>	"Fam71a"
<http://example.org/onto/individual/ENSMUSG00000095609_CNSOverKidney>	"Gm21188"
<http://example.org/onto/individual/ENSMUSG00000071547_CNSOverKidney>	"Nt5dc2"
<http://example.org/onto/individual/ENSMUSG00000051650_CNSOverKidney>	"B3gnt2"
<http://example.org/onto/individual/ENSMUSG00000052270_CNSOverKidney>	"Fpr2"
<http://example.org/onto/individual/ENSMUSG00000021418_CNSOverKidney>	"Rpp40"
<http://example.org/onto/individual/ENSMUSG00000063531_CNSOverKidney>	"Sema3e"
<http://example.org/onto/individual/ENSMUSG00000019590_CNSOverKidney>	"Cyb561"
<http://example.org/onto/individual/ENSMUSG00000030545_CNSOverKidney>	"Pex11a"
<http://example.org/onto/individual/ENSMUSG00000028007_CNSOverKidney>	"Snx7"
<http://example.org/onto/individual/ENSMUSG00000038530_CNSOverKidney>	"Rgs4"
<http://example.org/onto/individual/ENSMUSG00000075419_CNSOverKidney>	"Dolk"
<http://example.org/onto/individual/ENSMUSG00000023393_CNSOverKidney>	"Slc17a9"
<http://example.org/onto/individual/ENSMUSG00000025815_CNSOverKidney>	"Dhtkd1"
<http://example.org/onto/individual/ENSMUSG00000027253_CNSOverKidney>	"Lrp4"
<http://example.org/onto/individual/ENSMUSG00000023008_CNSOverKidney>	"Fmnl3"
<http://example.org/onto/individual/ENSMUSG00000024242_CNSOverKidney>	"Map4k3"
<http://example.org/onto/individual/ENSMUSG00000018774_CNSOverKidney>	"Cd68"
<http://example.org/onto/individual/ENSMUSG00000032715_CNSOverKidney>	"Trib3"
<http://example.org/onto/individual/ENSMUSG00000023147_CNSOverKidney>	"Wrb"
<http://example.org/onto/individual/ENSMUSG00000026447_CNSOverKidney>	"Pik3c2b"
<http://example.org/onto/individual/ENSMUSG00000002897_CNSOverKidney>	"Il17ra"
<http://example.org/onto/individual/ENSMUSG00000040828_CNSOverKidney>	"Catsperd"
<http://example.org/onto/individual/ENSMUSG00000029163_CNSOverKidney>	"Emilin1"
<http://example.org/onto/individual/ENSMUSG00000028517_CNSOverKidney>	"Ppap2b"
<http://example.org/onto/individual/ENSMUSG00000002289_CNSOverKidney>	"Angptl4"
<http://example.org/onto/individual/ENSMUSG00000029229_CNSOverKidney>	"Chic2"
<http://example.org/onto/individual/ENSMUSG00000028961_CNSOverKidney>	"Pgd"
<http://example.org/onto/individual/ENSMUSG00000041773_CNSOverKidney>	"Enc1"
<http://example.org/onto/individual/ENSMUSG00000032311_CNSOverKidney>	"Nrg4"
<http://example.org/onto/individual/ENSMUSG00000032377_CNSOverKidney>	"Plscr4"
<http://example.org/onto/individual/ENSMUSG00000037683_CNSOverKidney>	"Armc3"
<http://example.org/onto/individual/ENSMUSG00000035200_CNSOverKidney>	"Chrnb4"
<http://example.org/onto/individual/ENSMUSG00000024968_CNSOverKidney>	"Rcor2"
<http://example.org/onto/individual/ENSMUSG00000031337_CNSOverKidney>	"Mtm1"
<http://example.org/onto/individual/ENSMUSG00000045975_CNSOverKidney>	"C2cd2"
<http://example.org/onto/individual/ENSMUSG00000041241_CNSOverKidney>	"Mul1"
<http://example.org/onto/individual/ENSMUSG00000030256_CNSOverKidney>	"Bhlhe41"
<http://example.org/onto/individual/ENSMUSG00000008090_CNSOverKidney>	"Fgfrl1"
<http://example.org/onto/individual/ENSMUSG00000030670_CNSOverKidney>	"Cyp2r1"
<http://example.org/onto/individual/ENSMUSG00000045252_CNSOverKidney>	"Zfp574"
<http://example.org/onto/individual/ENSMUSG00000047959_CNSOverKidney>	"Kcna3"
<http://example.org/onto/individual/ENSMUSG00000005413_CNSOverKidney>	"Hmox1"
<http://example.org/onto/individual/ENSMUSG00000046985_CNSOverKidney>	"Tapt1"
<http://example.org/onto/individual/ENSMUSG00000027315_CNSOverKidney>	"Spint1"
<http://example.org/onto/individual/ENSMUSG00000021767_CNSOverKidney>	"Kat6b"
<http://example.org/onto/individual/ENSMUSG00000062028_CNSOverKidney>	"Irgc1"
<http://example.org/onto/individual/ENSMUSG00000046791_CNSOverKidney>	"2410016O06Rik"
<http://example.org/onto/individual/ENSMUSG00000026600_CNSOverKidney>	"Soat1"
<http://example.org/onto/individual/ENSMUSG00000038248_CNSOverKidney>	"Sobp"
<http://example.org/onto/individual/ENSMUSG00000053819_CNSOverKidney>	"Camk2d"
<http://example.org/onto/individual/ENSMUSG00000033792_CNSOverKidney>	"Atp7a"
<http://example.org/onto/individual/ENSMUSG00000032667_CNSOverKidney>	"Pon2"
<http://example.org/onto/individual/ENSMUSG00000024423_CNSOverKidney>	"Impact"
<http://example.org/onto/individual/ENSMUSG00000039005_CNSOverKidney>	"Tlr4"
<http://example.org/onto/individual/ENSMUSG00000024907_CNSOverKidney>	"Gal"
<http://example.org/onto/individual/ENSMUSG00000040432_CNSOverKidney>	"Ltb4r2"
<http://example.org/onto/individual/ENSMUSG00000032024_CNSOverKidney>	"Clmp"
<http://example.org/onto/individual/ENSMUSG00000032540_CNSOverKidney>	"Abhd5"
<http://example.org/onto/individual/ENSMUSG00000090231_CNSOverKidney>	"Cfb"
<http://example.org/onto/individual/ENSMUSG00000003617_CNSOverKidney>	"Cp"
<http://example.org/onto/individual/ENSMUSG00000063849_CNSOverKidney>	"Ppcdc"
<http://example.org/onto/individual/ENSMUSG00000036098_CNSOverKidney>	"Myrf"
<http://example.org/onto/individual/ENSMUSG00000035390_CNSOverKidney>	"Brsk1"
<http://example.org/onto/individual/ENSMUSG00000060568_CNSOverKidney>	"Fam78b"
<http://example.org/onto/individual/ENSMUSG00000031447_CNSOverKidney>	"Lamp1"
<http://example.org/onto/individual/ENSMUSG00000036022_CNSOverKidney>	"Fam122b"
<http://example.org/onto/individual/ENSMUSG00000035992_CNSOverKidney>	"Fnip1"
<http://example.org/onto/individual/ENSMUSG00000027963_CNSOverKidney>	"Extl2"
<http://example.org/onto/individual/ENSMUSG00000024885_CNSOverKidney>	"Aldh3b1"
<http://example.org/onto/individual/ENSMUSG00000068876_CNSOverKidney>	"Cgn"
<http://example.org/onto/individual/ENSMUSG00000024661_CNSOverKidney>	"Fth1"
<http://example.org/onto/individual/ENSMUSG00000018012_CNSOverKidney>	"Rac3"
<http://example.org/onto/individual/ENSMUSG00000026938_CNSOverKidney>	"Fcna"
<http://example.org/onto/individual/ENSMUSG00000047222_CNSOverKidney>	"Rnase2a"
<http://example.org/onto/individual/ENSMUSG00000034485_CNSOverKidney>	"Uaca"
<http://example.org/onto/individual/ENSMUSG00000039063_CNSOverKidney>	"Echdc3"
<http://example.org/onto/individual/ENSMUSG00000031785_CNSOverKidney>	"Adgrg1"
<http://example.org/onto/individual/ENSMUSG00000029919_CNSOverKidney>	"Hpgds"
<http://example.org/onto/individual/ENSMUSG00000005220_CNSOverKidney>	"Corin"
<http://example.org/onto/individual/ENSMUSG00000038793_CNSOverKidney>	"Lefty1"
<http://example.org/onto/individual/ENSMUSG00000024228_CNSOverKidney>	"Nudt12"
<http://example.org/onto/individual/ENSMUSG00000050064_CNSOverKidney>	"Zfp697"
<http://example.org/onto/individual/ENSMUSG00000030278_CNSOverKidney>	"Cidec"
<http://example.org/onto/individual/ENSMUSG00000046417_CNSOverKidney>	"Lrrc75a"
<http://example.org/onto/individual/ENSMUSG00000012519_CNSOverKidney>	"Mlkl"
<http://example.org/onto/individual/ENSMUSG00000043807_CNSOverKidney>	"Ly6g5b"
<http://example.org/onto/individual/ENSMUSG00000026672_CNSOverKidney>	"Optn"
<http://example.org/onto/individual/ENSMUSG00000073184_CNSOverKidney>	"Gm10479"
<http://example.org/onto/individual/ENSMUSG00000036606_CNSOverKidney>	"Plxnb2"
<http://example.org/onto/individual/ENSMUSG00000049878_CNSOverKidney>	"Rlf"
<http://example.org/onto/individual/ENSMUSG00000020057_CNSOverKidney>	"Dram1"
<http://example.org/onto/individual/ENSMUSG00000048834_CNSOverKidney>	"Vstm2a"
<http://example.org/onto/individual/ENSMUSG00000020681_CNSOverKidney>	"Ace"
<http://example.org/onto/individual/ENSMUSG00000028864_CNSOverKidney>	"Hgf"
<http://example.org/onto/individual/ENSMUSG00000016194_CNSOverKidney>	"Hsd11b1"
<http://example.org/onto/individual/ENSMUSG00000063253_CNSOverKidney>	"Scoc"
<http://example.org/onto/individual/ENSMUSG00000021238_CNSOverKidney>	"Aldh6a1"
<http://example.org/onto/individual/ENSMUSG00000040502_CNSOverKidney>	"Mar-09"
<http://example.org/onto/individual/ENSMUSG00000051439_CNSOverKidney>	"Cd14"
<http://example.org/onto/individual/ENSMUSG00000020732_CNSOverKidney>	"Rab37"
<http://example.org/onto/individual/ENSMUSG00000032382_CNSOverKidney>	"Snx1"
<http://example.org/onto/individual/ENSMUSG00000003354_CNSOverKidney>	"Ccdc65"
<http://example.org/onto/individual/ENSMUSG00000030159_CNSOverKidney>	"Clec1b"
<http://example.org/onto/individual/ENSMUSG00000052392_CNSOverKidney>	"Acot4"
<http://example.org/onto/individual/ENSMUSG00000074269_CNSOverKidney>	"Rec114"
<http://example.org/onto/individual/ENSMUSG00000027508_CNSOverKidney>	"Pag1"
<http://example.org/onto/individual/ENSMUSG00000040249_CNSOverKidney>	"Lrp1"
<http://example.org/onto/individual/ENSMUSG00000033781_CNSOverKidney>	"Asb13"
<http://example.org/onto/individual/ENSMUSG00000005615_CNSOverKidney>	"Pcyt1a"
<http://example.org/onto/individual/ENSMUSG00000038151_CNSOverKidney>	"Prdm1"
<http://example.org/onto/individual/ENSMUSG00000049791_CNSOverKidney>	"Fzd4"
<http://example.org/onto/individual/ENSMUSG00000030823_CNSOverKidney>	"9130019O22Rik"
<http://example.org/onto/individual/ENSMUSG00000031242_CNSOverKidney>	"2610002M06Rik"
<http://example.org/onto/individual/ENSMUSG00000036523_CNSOverKidney>	"Greb1"
<http://example.org/onto/individual/ENSMUSG00000028550_CNSOverKidney>	"Atg4c"
<http://example.org/onto/individual/ENSMUSG00000019726_CNSOverKidney>	"Lyst"
<http://example.org/onto/individual/ENSMUSG00000020105_CNSOverKidney>	"Lrig3"
<http://example.org/onto/individual/ENSMUSG00000029781_CNSOverKidney>	"Fkbp9"
<http://example.org/onto/individual/ENSMUSG00000006538_CNSOverKidney>	"Ihh"
<http://example.org/onto/individual/ENSMUSG00000103565_CNSOverKidney>	"Sgsm3"
<http://example.org/onto/individual/ENSMUSG00000032890_CNSOverKidney>	"Rims3"
<http://example.org/onto/individual/ENSMUSG00000028657_CNSOverKidney>	"Ppt1"
<http://example.org/onto/individual/ENSMUSG00000033207_CNSOverKidney>	"Mamdc2"
<http://example.org/onto/individual/ENSMUSG00000037260_CNSOverKidney>	"Hgsnat"
<http://example.org/onto/individual/ENSMUSG00000059479_CNSOverKidney>	"B3gnt8"
<http://example.org/onto/individual/ENSMUSG00000020838_CNSOverKidney>	"Slc6a4"
<http://example.org/onto/individual/ENSMUSG00000006932_CNSOverKidney>	"Ctnnb1"
<http://example.org/onto/individual/ENSMUSG00000027900_CNSOverKidney>	"Dram2"
<http://example.org/onto/individual/ENSMUSG00000066026_CNSOverKidney>	"Dhrs3"
<http://example.org/onto/individual/ENSMUSG00000037411_CNSOverKidney>	"Serpine1"
<http://example.org/onto/individual/ENSMUSG00000015243_CNSOverKidney>	"Abca1"
<http://example.org/onto/individual/ENSMUSG00000023826_CNSOverKidney>	"Park2"
<http://example.org/onto/individual/ENSMUSG00000027330_CNSOverKidney>	"Cdc25b"
<http://example.org/onto/individual/ENSMUSG00000024866_CNSOverKidney>	"Acy3"
<http://example.org/onto/individual/ENSMUSG00000026411_CNSOverKidney>	"Tmem9"
<http://example.org/onto/individual/ENSMUSG00000074228_CNSOverKidney>	"Gm10645"
<http://example.org/onto/individual/ENSMUSG00000015980_CNSOverKidney>	"Lrrc27"
<http://example.org/onto/individual/ENSMUSG00000045917_CNSOverKidney>	"6330416G13Rik"
<http://example.org/onto/individual/ENSMUSG00000022548_CNSOverKidney>	"Apod"
<http://example.org/onto/individual/ENSMUSG00000005686_CNSOverKidney>	"Ampd3"
<http://example.org/onto/individual/ENSMUSG00000033487_CNSOverKidney>	"Fndc3a"
<http://example.org/onto/individual/ENSMUSG00000068747_CNSOverKidney>	"Sort1"
<http://example.org/onto/individual/ENSMUSG00000024644_CNSOverKidney>	"Cndp2"
<http://example.org/onto/individual/ENSMUSG00000030168_CNSOverKidney>	"Adipor2"
<http://example.org/onto/individual/ENSMUSG00000095061_CNSOverKidney>	"E030018B13Rik"
<http://example.org/onto/individual/ENSMUSG00000038147_CNSOverKidney>	"Cd84"
<http://example.org/onto/individual/ENSMUSG00000064210_CNSOverKidney>	"Ano6"
<http://example.org/onto/individual/ENSMUSG00000038578_CNSOverKidney>	"Susd1"
<http://example.org/onto/individual/ENSMUSG00000027803_CNSOverKidney>	"Wwtr1"
<http://example.org/onto/individual/ENSMUSG00000073771_CNSOverKidney>	"Btbd19"
<http://example.org/onto/individual/ENSMUSG00000073176_CNSOverKidney>	"Zfp449"
<http://example.org/onto/individual/ENSMUSG00000031740_CNSOverKidney>	"Mmp2"
<http://example.org/onto/individual/ENSMUSG00000027848_CNSOverKidney>	"Olfml3"
<http://example.org/onto/individual/ENSMUSG00000025586_CNSOverKidney>	"Cpeb1"
