?genes_iri	?downRegulated
<http://example.org/onto/individual/ENSMUSG00000050445_CNSOverKidney>	"Cyp8b1"
<http://example.org/onto/individual/ENSMUSG00000029581_CNSOverKidney>	"Fscn1"
<http://example.org/onto/individual/ENSMUSG00000001946_CNSOverKidney>	"Esam"
<http://example.org/onto/individual/ENSMUSG00000037826_CNSOverKidney>	"Ppm1k"
<http://example.org/onto/individual/ENSMUSG00000039191_CNSOverKidney>	"Rbpj"
<http://example.org/onto/individual/ENSMUSG00000006784_CNSOverKidney>	"Ttc25"
<http://example.org/onto/individual/ENSMUSG00000090877_CNSOverKidney>	"Hspa1b"
<http://example.org/onto/individual/ENSMUSG00000034361_CNSOverKidney>	"Cpne2"
<http://example.org/onto/individual/ENSMUSG00000030200_CNSOverKidney>	"Bcl2l14"
<http://example.org/onto/individual/ENSMUSG00000004668_CNSOverKidney>	"Abca13"
<http://example.org/onto/individual/ENSMUSG00000026380_CNSOverKidney>	"Tfcp2l1"
<http://example.org/onto/individual/ENSMUSG00000020717_CNSOverKidney>	"Pecam1"
<http://example.org/onto/individual/ENSMUSG00000024521_CNSOverKidney>	"Pmaip1"
<http://example.org/onto/individual/ENSMUSG00000019659_CNSOverKidney>	"Ccdc12"
<http://example.org/onto/individual/ENSMUSG00000020077_CNSOverKidney>	"Srgn"
<http://example.org/onto/individual/ENSMUSG00000010663_CNSOverKidney>	"Fads1"
<http://example.org/onto/individual/ENSMUSG00000025558_CNSOverKidney>	"Dock9"
<http://example.org/onto/individual/ENSMUSG00000079414_CNSOverKidney>	"Gm11110"
<http://example.org/onto/individual/ENSMUSG00000022090_CNSOverKidney>	"Pdlim2"
<http://example.org/onto/individual/ENSMUSG00000039529_CNSOverKidney>	"Atp8b1"
<http://example.org/onto/individual/ENSMUSG00000001020_CNSOverKidney>	"S100a4"
<http://example.org/onto/individual/ENSMUSG00000006345_CNSOverKidney>	"Ggt1"
<http://example.org/onto/individual/ENSMUSG00000013089_CNSOverKidney>	"Etv5"
<http://example.org/onto/individual/ENSMUSG00000073795_CNSOverKidney>	"6430531B16Rik"
<http://example.org/onto/individual/ENSMUSG00000022452_CNSOverKidney>	"Smdt1"
<http://example.org/onto/individual/ENSMUSG00000026875_CNSOverKidney>	"Traf1"
<http://example.org/onto/individual/ENSMUSG00000036111_CNSOverKidney>	"Lmo1"
<http://example.org/onto/individual/ENSMUSG00000040703_CNSOverKidney>	"Cyp2s1"
<http://example.org/onto/individual/ENSMUSG00000040785_CNSOverKidney>	"Ttc3"
<http://example.org/onto/individual/ENSMUSG00000026602_CNSOverKidney>	"Nphs2"
<http://example.org/onto/individual/ENSMUSG00000027832_CNSOverKidney>	"Ptx3"
<http://example.org/onto/individual/ENSMUSG00000079298_CNSOverKidney>	"Klrb1b"
<http://example.org/onto/individual/ENSMUSG00000051669_CNSOverKidney>	"AU021092"
<http://example.org/onto/individual/ENSMUSG00000026639_CNSOverKidney>	"Lamb3"
<http://example.org/onto/individual/ENSMUSG00000003070_CNSOverKidney>	"Efna2"
<http://example.org/onto/individual/ENSMUSG00000028600_CNSOverKidney>	"Podn"
<http://example.org/onto/individual/ENSMUSG00000035273_CNSOverKidney>	"Hpse"
<http://example.org/onto/individual/ENSMUSG00000045790_CNSOverKidney>	"Ccdc149"
<http://example.org/onto/individual/ENSMUSG00000090394_CNSOverKidney>	"4930523C07Rik"
<http://example.org/onto/individual/ENSMUSG00000029312_CNSOverKidney>	"Klhl8"
<http://example.org/onto/individual/ENSMUSG00000030844_CNSOverKidney>	"Rgs10"
<http://example.org/onto/individual/ENSMUSG00000050640_CNSOverKidney>	"Tmem150c"
<http://example.org/onto/individual/ENSMUSG00000041120_CNSOverKidney>	"Nbl1"
<http://example.org/onto/individual/ENSMUSG00000027932_CNSOverKidney>	"Slc27a3"
<http://example.org/onto/individual/ENSMUSG00000055675_CNSOverKidney>	"Kbtbd11"
<http://example.org/onto/individual/ENSMUSG00000001604_CNSOverKidney>	"Tcea3"
<http://example.org/onto/individual/ENSMUSG00000034382_CNSOverKidney>	"AI661453"
<http://example.org/onto/individual/ENSMUSG00000003123_CNSOverKidney>	"Lipe"
<http://example.org/onto/individual/ENSMUSG00000062545_CNSOverKidney>	"Tlr12"
<http://example.org/onto/individual/ENSMUSG00000032085_CNSOverKidney>	"Tagln"
<http://example.org/onto/individual/ENSMUSG00000052477_CNSOverKidney>	"C130026I21Rik"
<http://example.org/onto/individual/ENSMUSG00000091971_CNSOverKidney>	"Hspa1a"
<http://example.org/onto/individual/ENSMUSG00000001507_CNSOverKidney>	"Itga3"
<http://example.org/onto/individual/ENSMUSG00000022836_CNSOverKidney>	"Mylk"
<http://example.org/onto/individual/ENSMUSG00000095079_CNSOverKidney>	"Igha"
<http://example.org/onto/individual/ENSMUSG00000051817_CNSOverKidney>	"Sox12"
<http://example.org/onto/individual/ENSMUSG00000038167_CNSOverKidney>	"Plekhg6"
<http://example.org/onto/individual/ENSMUSG00000019982_CNSOverKidney>	"Myb"
<http://example.org/onto/individual/ENSMUSG00000032366_CNSOverKidney>	"Tpm1"
<http://example.org/onto/individual/ENSMUSG00000022440_CNSOverKidney>	"C1qtnf6"
<http://example.org/onto/individual/ENSMUSG00000050212_CNSOverKidney>	"Eva1b"
<http://example.org/onto/individual/ENSMUSG00000027583_CNSOverKidney>	"Zbtb46"
<http://example.org/onto/individual/ENSMUSG00000047712_CNSOverKidney>	"Ust"
<http://example.org/onto/individual/ENSMUSG00000038295_CNSOverKidney>	"Atg9b"
<http://example.org/onto/individual/ENSMUSG00000036832_CNSOverKidney>	"Lpar3"
<http://example.org/onto/individual/ENSMUSG00000050232_CNSOverKidney>	"Cxcr3"
<http://example.org/onto/individual/ENSMUSG00000055407_CNSOverKidney>	"Map6"
<http://example.org/onto/individual/ENSMUSG00000040710_CNSOverKidney>	"St8sia4"
<http://example.org/onto/individual/ENSMUSG00000021670_CNSOverKidney>	"Hmgcr"
<http://example.org/onto/individual/ENSMUSG00000040723_CNSOverKidney>	"Rcsd1"
<http://example.org/onto/individual/ENSMUSG00000017723_CNSOverKidney>	"Wfdc2"
<http://example.org/onto/individual/ENSMUSG00000033170_CNSOverKidney>	"Card10"
<http://example.org/onto/individual/ENSMUSG00000062380_CNSOverKidney>	"Tubb3"
<http://example.org/onto/individual/ENSMUSG00000058258_CNSOverKidney>	"Idi1"
<http://example.org/onto/individual/ENSMUSG00000029417_CNSOverKidney>	"Cxcl9"
<http://example.org/onto/individual/ENSMUSG00000040339_CNSOverKidney>	"Fam102b"
<http://example.org/onto/individual/ENSMUSG00000033502_CNSOverKidney>	"Cdc14a"
<http://example.org/onto/individual/ENSMUSG00000021490_CNSOverKidney>	"Slc34a1"
<http://example.org/onto/individual/ENSMUSG00000027562_CNSOverKidney>	"Car2"
<http://example.org/onto/individual/ENSMUSG00000040264_CNSOverKidney>	"Gbp2b"
<http://example.org/onto/individual/ENSMUSG00000028776_CNSOverKidney>	"Tinagl1"
<http://example.org/onto/individual/ENSMUSG00000028480_CNSOverKidney>	"Glipr2"
<http://example.org/onto/individual/ENSMUSG00000025880_CNSOverKidney>	"Smad7"
<http://example.org/onto/individual/ENSMUSG00000026630_CNSOverKidney>	"Batf3"
<http://example.org/onto/individual/ENSMUSG00000021057_CNSOverKidney>	"Akap5"
<http://example.org/onto/individual/ENSMUSG00000021676_CNSOverKidney>	"Iqgap2"
<http://example.org/onto/individual/ENSMUSG00000020798_CNSOverKidney>	"Spns3"
<http://example.org/onto/individual/ENSMUSG00000047040_CNSOverKidney>	"Prr15l"
<http://example.org/onto/individual/ENSMUSG00000027175_CNSOverKidney>	"Tcp11l1"
<http://example.org/onto/individual/ENSMUSG00000070044_CNSOverKidney>	"Fam149a"
<http://example.org/onto/individual/ENSMUSG00000034768_CNSOverKidney>	"Asb16"
<http://example.org/onto/individual/ENSMUSG00000069607_CNSOverKidney>	"Cd300lh"
<http://example.org/onto/individual/ENSMUSG00000037318_CNSOverKidney>	"Traf3ip3"
<http://example.org/onto/individual/ENSMUSG00000027858_CNSOverKidney>	"Tspan2"
<http://example.org/onto/individual/ENSMUSG00000057506_CNSOverKidney>	"Bloc1s2"
<http://example.org/onto/individual/ENSMUSG00000040714_CNSOverKidney>	"Klc3"
<http://example.org/onto/individual/ENSMUSG00000024180_CNSOverKidney>	"Tmem8"
<http://example.org/onto/individual/ENSMUSG00000042834_CNSOverKidney>	"Nrep"
<http://example.org/onto/individual/ENSMUSG00000021850_CNSOverKidney>	"1700011H14Rik"
<http://example.org/onto/individual/ENSMUSG00000074227_CNSOverKidney>	"Spint2"
<http://example.org/onto/individual/ENSMUSG00000022237_CNSOverKidney>	"Ankrd33b"
<http://example.org/onto/individual/ENSMUSG00000039349_CNSOverKidney>	"C130074G19Rik"
<http://example.org/onto/individual/ENSMUSG00000004105_CNSOverKidney>	"Angptl2"
<http://example.org/onto/individual/ENSMUSG00000062372_CNSOverKidney>	"Otof"
<http://example.org/onto/individual/ENSMUSG00000039852_CNSOverKidney>	"Rere"
<http://example.org/onto/individual/ENSMUSG00000005043_CNSOverKidney>	"Sgsh"
<http://example.org/onto/individual/ENSMUSG00000023947_CNSOverKidney>	"Nfkbie"
<http://example.org/onto/individual/ENSMUSG00000022974_CNSOverKidney>	"Paxbp1"
<http://example.org/onto/individual/ENSMUSG00000047766_CNSOverKidney>	"Lrrc49"
<http://example.org/onto/individual/ENSMUSG00000047945_CNSOverKidney>	"Marcksl1"
<http://example.org/onto/individual/ENSMUSG00000059810_CNSOverKidney>	"Rgs3"
<http://example.org/onto/individual/ENSMUSG00000022602_CNSOverKidney>	"Arc"
<http://example.org/onto/individual/ENSMUSG00000004296_CNSOverKidney>	"Il12b"
<http://example.org/onto/individual/ENSMUSG00000043323_CNSOverKidney>	"Fbrsl1"
<http://example.org/onto/individual/ENSMUSG00000032579_CNSOverKidney>	"Hemk1"
<http://example.org/onto/individual/ENSMUSG00000038079_CNSOverKidney>	"Tmem237"
<http://example.org/onto/individual/ENSMUSG00000036395_CNSOverKidney>	"Glb1l2"
<http://example.org/onto/individual/ENSMUSG00000032076_CNSOverKidney>	"Cadm1"
<http://example.org/onto/individual/ENSMUSG00000020990_CNSOverKidney>	"Cdkl1"
<http://example.org/onto/individual/ENSMUSG00000018401_CNSOverKidney>	"Mtmr4"
<http://example.org/onto/individual/ENSMUSG00000021675_CNSOverKidney>	"F2rl2"
<http://example.org/onto/individual/ENSMUSG00000040675_CNSOverKidney>	"Mthfd1l"
<http://example.org/onto/individual/ENSMUSG00000001763_CNSOverKidney>	"Tspan33"
<http://example.org/onto/individual/ENSMUSG00000033033_CNSOverKidney>	"Calhm2"
<http://example.org/onto/individual/ENSMUSG00000031493_CNSOverKidney>	"Ggn"
<http://example.org/onto/individual/ENSMUSG00000018830_CNSOverKidney>	"Myh11"
<http://example.org/onto/individual/ENSMUSG00000074570_CNSOverKidney>	"Cass4"
<http://example.org/onto/individual/ENSMUSG00000044703_CNSOverKidney>	"Phf11a"
<http://example.org/onto/individual/ENSMUSG00000042298_CNSOverKidney>	"Ttc19"
<http://example.org/onto/individual/ENSMUSG00000030605_CNSOverKidney>	"Mfge8"
<http://example.org/onto/individual/ENSMUSG00000002409_CNSOverKidney>	"Dyrk1b"
<http://example.org/onto/individual/ENSMUSG00000032092_CNSOverKidney>	"Mpzl2"
<http://example.org/onto/individual/ENSMUSG00000028017_CNSOverKidney>	"Egf"
<http://example.org/onto/individual/ENSMUSG00000029075_CNSOverKidney>	"Tnfrsf4"
<http://example.org/onto/individual/ENSMUSG00000018919_CNSOverKidney>	"Tm4sf5"
<http://example.org/onto/individual/ENSMUSG00000044786_CNSOverKidney>	"Zfp36"
<http://example.org/onto/individual/ENSMUSG00000043487_CNSOverKidney>	"Acot6"
<http://example.org/onto/individual/ENSMUSG00000046280_CNSOverKidney>	"She"
<http://example.org/onto/individual/ENSMUSG00000028435_CNSOverKidney>	"Aqp3"
<http://example.org/onto/individual/ENSMUSG00000036989_CNSOverKidney>	"Trim3"
<http://example.org/onto/individual/ENSMUSG00000002324_CNSOverKidney>	"Rec8"
<http://example.org/onto/individual/ENSMUSG00000034028_CNSOverKidney>	"Cd226"
<http://example.org/onto/individual/ENSMUSG00000040929_CNSOverKidney>	"Rfx3"
<http://example.org/onto/individual/ENSMUSG00000031112_CNSOverKidney>	"Stk26"
<http://example.org/onto/individual/ENSMUSG00000037649_CNSOverKidney>	"H2-DMa"
<http://example.org/onto/individual/ENSMUSG00000076617_CNSOverKidney>	"Ighm"
<http://example.org/onto/individual/ENSMUSG00000032875_CNSOverKidney>	"Arhgef17"
<http://example.org/onto/individual/ENSMUSG00000034471_CNSOverKidney>	"Caskin2"
<http://example.org/onto/individual/ENSMUSG00000045326_CNSOverKidney>	"Fndc7"
<http://example.org/onto/individual/ENSMUSG00000026833_CNSOverKidney>	"Olfm1"
<http://example.org/onto/individual/ENSMUSG00000074151_CNSOverKidney>	"Nlrc5"
<http://example.org/onto/individual/ENSMUSG00000028893_CNSOverKidney>	"Sesn2"
<http://example.org/onto/individual/ENSMUSG00000040033_CNSOverKidney>	"Stat2"
<http://example.org/onto/individual/ENSMUSG00000052364_CNSOverKidney>	"B630019K06Rik"
<http://example.org/onto/individual/ENSMUSG00000040183_CNSOverKidney>	"Ankrd6"
<http://example.org/onto/individual/ENSMUSG00000029173_CNSOverKidney>	"Sepsecs"
<http://example.org/onto/individual/ENSMUSG00000034926_CNSOverKidney>	"Dhcr24"
<http://example.org/onto/individual/ENSMUSG00000017009_CNSOverKidney>	"Sdc4"
<http://example.org/onto/individual/ENSMUSG00000042763_CNSOverKidney>	"Maneal"
<http://example.org/onto/individual/ENSMUSG00000025885_CNSOverKidney>	"Myo5b"
<http://example.org/onto/individual/ENSMUSG00000011263_CNSOverKidney>	"Exoc3l2"
<http://example.org/onto/individual/ENSMUSG00000018920_CNSOverKidney>	"Cxcl16"
<http://example.org/onto/individual/ENSMUSG00000054203_CNSOverKidney>	"Ifi205"
<http://example.org/onto/individual/ENSMUSG00000035165_CNSOverKidney>	"Kcne3"
<http://example.org/onto/individual/ENSMUSG00000024665_CNSOverKidney>	"Fads2"
<http://example.org/onto/individual/ENSMUSG00000037754_CNSOverKidney>	"Ppp1r16b"
<http://example.org/onto/individual/ENSMUSG00000030166_CNSOverKidney>	"Rad52"
<http://example.org/onto/individual/ENSMUSG00000025656_CNSOverKidney>	"Arhgef9"
<http://example.org/onto/individual/ENSMUSG00000026736_CNSOverKidney>	"4930426L09Rik"
<http://example.org/onto/individual/ENSMUSG00000027805_CNSOverKidney>	"Pfn2"
<http://example.org/onto/individual/ENSMUSG00000045930_CNSOverKidney>	"Clec14a"
<http://example.org/onto/individual/ENSMUSG00000027447_CNSOverKidney>	"Cst3"
<http://example.org/onto/individual/ENSMUSG00000031565_CNSOverKidney>	"Fgfr1"
<http://example.org/onto/individual/ENSMUSG00000039095_CNSOverKidney>	"En2"
<http://example.org/onto/individual/ENSMUSG00000038331_CNSOverKidney>	"Satb2"
<http://example.org/onto/individual/ENSMUSG00000079056_CNSOverKidney>	"Kcnip3"
<http://example.org/onto/individual/ENSMUSG00000031506_CNSOverKidney>	"Ptpn7"
<http://example.org/onto/individual/ENSMUSG00000033149_CNSOverKidney>	"Phldb2"
<http://example.org/onto/individual/ENSMUSG00000041180_CNSOverKidney>	"Hectd2"
<http://example.org/onto/individual/ENSMUSG00000006476_CNSOverKidney>	"Nsmf"
<http://example.org/onto/individual/ENSMUSG00000041164_CNSOverKidney>	"Zmiz2"
<http://example.org/onto/individual/ENSMUSG00000051497_CNSOverKidney>	"Kcnj16"
<http://example.org/onto/individual/ENSMUSG00000022469_CNSOverKidney>	"Rapgef3"
<http://example.org/onto/individual/ENSMUSG00000036206_CNSOverKidney>	"Sh3bp4"
<http://example.org/onto/individual/ENSMUSG00000023032_CNSOverKidney>	"Slc4a8"
<http://example.org/onto/individual/ENSMUSG00000022512_CNSOverKidney>	"Cldn1"
<http://example.org/onto/individual/ENSMUSG00000039891_CNSOverKidney>	"Txlnb"
<http://example.org/onto/individual/ENSMUSG00000027510_CNSOverKidney>	"Rbm38"
<http://example.org/onto/individual/ENSMUSG00000004371_CNSOverKidney>	"Il11"
<http://example.org/onto/individual/ENSMUSG00000031133_CNSOverKidney>	"Arhgef6"
<http://example.org/onto/individual/ENSMUSG00000028464_CNSOverKidney>	"Tpm2"
<http://example.org/onto/individual/ENSMUSG00000034917_CNSOverKidney>	"Tjp3"
<http://example.org/onto/individual/ENSMUSG00000037664_CNSOverKidney>	"Cdkn1c"
<http://example.org/onto/individual/ENSMUSG00000021903_CNSOverKidney>	"Galnt15"
<http://example.org/onto/individual/ENSMUSG00000026504_CNSOverKidney>	"Sdccag8"
<http://example.org/onto/individual/ENSMUSG00000047462_CNSOverKidney>	"A530099J19Rik"
<http://example.org/onto/individual/ENSMUSG00000047501_CNSOverKidney>	"Cldn4"
<http://example.org/onto/individual/ENSMUSG00000067219_CNSOverKidney>	"Nipal1"
<http://example.org/onto/individual/ENSMUSG00000005947_CNSOverKidney>	"Itgae"
<http://example.org/onto/individual/ENSMUSG00000024669_CNSOverKidney>	"Cd5"
<http://example.org/onto/individual/ENSMUSG00000024339_CNSOverKidney>	"Tap2"
<http://example.org/onto/individual/ENSMUSG00000074259_CNSOverKidney>	"Gramd2"
<http://example.org/onto/individual/ENSMUSG00000058672_CNSOverKidney>	"Tubb2a"
<http://example.org/onto/individual/ENSMUSG00000050538_CNSOverKidney>	"B230217C12Rik"
<http://example.org/onto/individual/ENSMUSG00000069833_CNSOverKidney>	"Ahnak"
<http://example.org/onto/individual/ENSMUSG00000055235_CNSOverKidney>	"Wdr86"
<http://example.org/onto/individual/ENSMUSG00000048329_CNSOverKidney>	"Mfsd6l"
<http://example.org/onto/individual/ENSMUSG00000053977_CNSOverKidney>	"Cd8a"
<http://example.org/onto/individual/ENSMUSG00000047586_CNSOverKidney>	"Nccrp1"
<http://example.org/onto/individual/ENSMUSG00000034845_CNSOverKidney>	"Plvap"
<http://example.org/onto/individual/ENSMUSG00000002885_CNSOverKidney>	"Adgre5"
<http://example.org/onto/individual/ENSMUSG00000038518_CNSOverKidney>	"Jarid2"
<http://example.org/onto/individual/ENSMUSG00000049086_CNSOverKidney>	"Bmyc"
<http://example.org/onto/individual/ENSMUSG00000015970_CNSOverKidney>	"Chdh"
<http://example.org/onto/individual/ENSMUSG00000029832_CNSOverKidney>	"Nfe2l3"
<http://example.org/onto/individual/ENSMUSG00000036067_CNSOverKidney>	"Slc2a6"
<http://example.org/onto/individual/ENSMUSG00000002083_CNSOverKidney>	"Bbc3"
<http://example.org/onto/individual/ENSMUSG00000036172_CNSOverKidney>	"Cd200r3"
<http://example.org/onto/individual/ENSMUSG00000006378_CNSOverKidney>	"Gcat"
<http://example.org/onto/individual/ENSMUSG00000023959_CNSOverKidney>	"Clic5"
<http://example.org/onto/individual/ENSMUSG00000047181_CNSOverKidney>	"Samd14"
<http://example.org/onto/individual/ENSMUSG00000037166_CNSOverKidney>	"Ppp1r14a"
<http://example.org/onto/individual/ENSMUSG00000022505_CNSOverKidney>	"Emp2"
<http://example.org/onto/individual/ENSMUSG00000049866_CNSOverKidney>	"Arl4c"
<http://example.org/onto/individual/ENSMUSG00000000202_CNSOverKidney>	"Btbd17"
<http://example.org/onto/individual/ENSMUSG00000089715_CNSOverKidney>	"Cbx6"
<http://example.org/onto/individual/ENSMUSG00000043263_CNSOverKidney>	"Pyhin1"
<http://example.org/onto/individual/ENSMUSG00000040751_CNSOverKidney>	"Lat2"
<http://example.org/onto/individual/ENSMUSG00000037995_CNSOverKidney>	"Igsf9"
<http://example.org/onto/individual/ENSMUSG00000037736_CNSOverKidney>	"Limch1"
<http://example.org/onto/individual/ENSMUSG00000033610_CNSOverKidney>	"Pank1"
<http://example.org/onto/individual/ENSMUSG00000037012_CNSOverKidney>	"Hk1"
<http://example.org/onto/individual/ENSMUSG00000032515_CNSOverKidney>	"Csrnp1"
<http://example.org/onto/individual/ENSMUSG00000031497_CNSOverKidney>	"Tnfsf13b"
<http://example.org/onto/individual/ENSMUSG00000000386_CNSOverKidney>	"Mx1"
<http://example.org/onto/individual/ENSMUSG00000041361_CNSOverKidney>	"Myzap"
<http://example.org/onto/individual/ENSMUSG00000072235_CNSOverKidney>	"Tuba1a"
<http://example.org/onto/individual/ENSMUSG00000027931_CNSOverKidney>	"Npr1"
<http://example.org/onto/individual/ENSMUSG00000045349_CNSOverKidney>	"Sh2d5"
<http://example.org/onto/individual/ENSMUSG00000049686_CNSOverKidney>	"Orai1"
<http://example.org/onto/individual/ENSMUSG00000056043_CNSOverKidney>	"Rgs9bp"
<http://example.org/onto/individual/ENSMUSG00000044313_CNSOverKidney>	"Mab21l3"
<http://example.org/onto/individual/ENSMUSG00000000732_CNSOverKidney>	"Icosl"
<http://example.org/onto/individual/ENSMUSG00000042082_CNSOverKidney>	"Arsb"
<http://example.org/onto/individual/ENSMUSG00000028347_CNSOverKidney>	"Tmeff1"
<http://example.org/onto/individual/ENSMUSG00000028078_CNSOverKidney>	"Dclk2"
<http://example.org/onto/individual/ENSMUSG00000020651_CNSOverKidney>	"Slc26a4"
<http://example.org/onto/individual/ENSMUSG00000026797_CNSOverKidney>	"Stxbp1"
<http://example.org/onto/individual/ENSMUSG00000040441_CNSOverKidney>	"Slc26a10"
<http://example.org/onto/individual/ENSMUSG00000026014_CNSOverKidney>	"Raph1"
<http://example.org/onto/individual/ENSMUSG00000028965_CNSOverKidney>	"Tnfrsf9"
<http://example.org/onto/individual/ENSMUSG00000043932_CNSOverKidney>	"Klri2"
<http://example.org/onto/individual/ENSMUSG00000038179_CNSOverKidney>	"Slamf7"
<http://example.org/onto/individual/ENSMUSG00000028412_CNSOverKidney>	"Slc44a1"
<http://example.org/onto/individual/ENSMUSG00000034898_CNSOverKidney>	"Filip1"
<http://example.org/onto/individual/ENSMUSG00000051236_CNSOverKidney>	"Msrb3"
<http://example.org/onto/individual/ENSMUSG00000042817_CNSOverKidney>	"Flt3"
<http://example.org/onto/individual/ENSMUSG00000062175_CNSOverKidney>	"Tgif2"
<http://example.org/onto/individual/ENSMUSG00000034612_CNSOverKidney>	"Chst11"
<http://example.org/onto/individual/ENSMUSG00000051444_CNSOverKidney>	"Bbs12"
<http://example.org/onto/individual/ENSMUSG00000067825_CNSOverKidney>	"Pex26"
<http://example.org/onto/individual/ENSMUSG00000076672_CNSOverKidney>	"Ighv3-6"
<http://example.org/onto/individual/ENSMUSG00000018819_CNSOverKidney>	"Lsp1"
<http://example.org/onto/individual/ENSMUSG00000014602_CNSOverKidney>	"Kif1a"
<http://example.org/onto/individual/ENSMUSG00000033083_CNSOverKidney>	"Tbc1d4"
<http://example.org/onto/individual/ENSMUSG00000026072_CNSOverKidney>	"Il1r1"
<http://example.org/onto/individual/ENSMUSG00000026556_CNSOverKidney>	"Vangl2"
<http://example.org/onto/individual/ENSMUSG00000020941_CNSOverKidney>	"Map3k14"
<http://example.org/onto/individual/ENSMUSG00000053617_CNSOverKidney>	"Sh3pxd2a"
<http://example.org/onto/individual/ENSMUSG00000030365_CNSOverKidney>	"Clec2i"
<http://example.org/onto/individual/ENSMUSG00000050373_CNSOverKidney>	"Snx21"
<http://example.org/onto/individual/ENSMUSG00000055210_CNSOverKidney>	"Foxd2"
<http://example.org/onto/individual/ENSMUSG00000026566_CNSOverKidney>	"Mpzl1"
<http://example.org/onto/individual/ENSMUSG00000052613_CNSOverKidney>	"Pcdh15"
<http://example.org/onto/individual/ENSMUSG00000024789_CNSOverKidney>	"Jak2"
<http://example.org/onto/individual/ENSMUSG00000028307_CNSOverKidney>	"Aldob"
<http://example.org/onto/individual/ENSMUSG00000066705_CNSOverKidney>	"Fxyd6"
<http://example.org/onto/individual/ENSMUSG00000044350_CNSOverKidney>	"Lacc1"
<http://example.org/onto/individual/ENSMUSG00000090164_CNSOverKidney>	"BC035044"
<http://example.org/onto/individual/ENSMUSG00000062210_CNSOverKidney>	"Tnfaip8"
<http://example.org/onto/individual/ENSMUSG00000033209_CNSOverKidney>	"Ttc28"
<http://example.org/onto/individual/ENSMUSG00000030032_CNSOverKidney>	"Wdr54"
<http://example.org/onto/individual/ENSMUSG00000078771_CNSOverKidney>	"Evi2a"
<http://example.org/onto/individual/ENSMUSG00000015653_CNSOverKidney>	"Steap2"
<http://example.org/onto/individual/ENSMUSG00000021823_CNSOverKidney>	"Vcl"
<http://example.org/onto/individual/ENSMUSG00000045176_CNSOverKidney>	"2310047M10Rik"
<http://example.org/onto/individual/ENSMUSG00000041119_CNSOverKidney>	"Pde9a"
<http://example.org/onto/individual/ENSMUSG00000001288_CNSOverKidney>	"Rarg"
<http://example.org/onto/individual/ENSMUSG00000093661_CNSOverKidney>	"Eif4e3"
<http://example.org/onto/individual/ENSMUSG00000059708_CNSOverKidney>	"Akap17b"
<http://example.org/onto/individual/ENSMUSG00000056708_CNSOverKidney>	"Ier5"
<http://example.org/onto/individual/ENSMUSG00000075122_CNSOverKidney>	"Cd80"
<http://example.org/onto/individual/ENSMUSG00000059022_CNSOverKidney>	"Kcp"
<http://example.org/onto/individual/ENSMUSG00000009376_CNSOverKidney>	"Met"
<http://example.org/onto/individual/ENSMUSG00000020151_CNSOverKidney>	"Ptprr"
<http://example.org/onto/individual/ENSMUSG00000003382_CNSOverKidney>	"Etv3"
<http://example.org/onto/individual/ENSMUSG00000028795_CNSOverKidney>	"Ccdc28b"
<http://example.org/onto/individual/ENSMUSG00000022793_CNSOverKidney>	"B4galt4"
<http://example.org/onto/individual/ENSMUSG00000067341_CNSOverKidney>	"H2-Eb2"
<http://example.org/onto/individual/ENSMUSG00000072941_CNSOverKidney>	"Sod3"
<http://example.org/onto/individual/ENSMUSG00000067586_CNSOverKidney>	"S1pr3"
<http://example.org/onto/individual/ENSMUSG00000028654_CNSOverKidney>	"Mycl"
<http://example.org/onto/individual/ENSMUSG00000058173_CNSOverKidney>	"Smco4"
<http://example.org/onto/individual/ENSMUSG00000063605_CNSOverKidney>	"Ccdc102a"
<http://example.org/onto/individual/ENSMUSG00000021485_CNSOverKidney>	"Mxd3"
<http://example.org/onto/individual/ENSMUSG00000030413_CNSOverKidney>	"Pglyrp1"
<http://example.org/onto/individual/ENSMUSG00000048895_CNSOverKidney>	"Cdk5r1"
<http://example.org/onto/individual/ENSMUSG00000022436_CNSOverKidney>	"Sh3bp1"
<http://example.org/onto/individual/ENSMUSG00000024610_CNSOverKidney>	"Cd74"
<http://example.org/onto/individual/ENSMUSG00000023830_CNSOverKidney>	"Igf2r"
<http://example.org/onto/individual/ENSMUSG00000043298_CNSOverKidney>	"Smco3"
<http://example.org/onto/individual/ENSMUSG00000057897_CNSOverKidney>	"Camk2b"
<http://example.org/onto/individual/ENSMUSG00000070691_CNSOverKidney>	"Runx3"
<http://example.org/onto/individual/ENSMUSG00000027070_CNSOverKidney>	"Lrp2"
<http://example.org/onto/individual/ENSMUSG00000026638_CNSOverKidney>	"Irf6"
<http://example.org/onto/individual/ENSMUSG00000025927_CNSOverKidney>	"Tfap2b"
<http://example.org/onto/individual/ENSMUSG00000023913_CNSOverKidney>	"Pla2g7"
<http://example.org/onto/individual/ENSMUSG00000028268_CNSOverKidney>	"Gbp3"
<http://example.org/onto/individual/ENSMUSG00000067925_CNSOverKidney>	"Cxx1a"
<http://example.org/onto/individual/ENSMUSG00000025931_CNSOverKidney>	"Paqr8"
<http://example.org/onto/individual/ENSMUSG00000026628_CNSOverKidney>	"Atf3"
<http://example.org/onto/individual/ENSMUSG00000031097_CNSOverKidney>	"Tnni2"
<http://example.org/onto/individual/ENSMUSG00000036594_CNSOverKidney>	"H2-Aa"
